player_id,timestamp,net_now,net_prev,velocity
545,2025-12-22_13-48-26,-1,0,1
546,2025-12-22_13-48-26,0,0,0
547,2025-12-22_13-48-26,819,0,-819
548,2025-12-22_13-48-26,4,0,-4
549,2025-12-22_13-48-26,-1,0,1
550,2025-12-22_13-48-26,-6,0,6
551,2025-12-22_13-48-26,15,0,-15
552,2025-12-22_13-48-26,-28,0,28
553,2025-12-22_13-48-26,-95,0,95
554,2025-12-22_13-48-26,-29,0,29
555,2025-12-22_13-48-26,-2,0,2
556,2025-12-22_13-48-26,0,0,0
557,2025-12-22_13-48-26,2,0,-2
558,2025-12-22_13-48-26,24,0,-24
559,2025-12-22_13-48-26,-3,0,3
560,2025-12-22_13-48-26,-1168,0,1168
561,2025-12-22_13-48-26,-92,0,92
562,2025-12-22_13-48-26,-79,0,79
563,2025-12-22_13-48-26,-10,0,10
564,2025-12-22_13-48-26,-6,0,6
668,2025-12-22_13-48-26,1187,0,-1187
670,2025-12-22_13-48-26,3603,0,-3603
678,2025-12-22_13-48-26,-144,0,144
683,2025-12-22_13-48-26,2456,0,-2456
694,2025-12-22_13-48-26,2820,0,-2820
724,2025-12-22_13-48-26,11,0,-11
730,2025-12-22_13-48-26,-31,0,31
735,2025-12-22_13-48-26,-42,0,42
565,2025-12-22_13-48-26,-1471,0,1471
566,2025-12-22_13-48-26,-19,0,19
567,2025-12-22_13-48-26,-106,0,106
568,2025-12-22_13-48-26,-2418,0,2418
569,2025-12-22_13-48-26,-4041,0,4041
570,2025-12-22_13-48-26,-4,0,4
571,2025-12-22_13-48-26,6,0,-6
572,2025-12-22_13-48-26,3,0,-3
573,2025-12-22_13-48-26,-79,0,79
574,2025-12-22_13-48-26,-80,0,80
575,2025-12-22_13-48-26,-6587,0,6587
576,2025-12-22_13-48-26,0,0,0
577,2025-12-22_13-48-26,-2,0,2
578,2025-12-22_13-48-26,-36,0,36
579,2025-12-22_13-48-26,-1,0,1
580,2025-12-22_13-48-26,-182,0,182
581,2025-12-22_13-48-26,-8,0,8
582,2025-12-22_13-48-26,-3419,0,3419
583,2025-12-22_13-48-26,-1,0,1
584,2025-12-22_13-48-26,1,0,-1
585,2025-12-22_13-48-26,-31,0,31
586,2025-12-22_13-48-26,-11,0,11
587,2025-12-22_13-48-26,-2,0,2
588,2025-12-22_13-48-26,-1,0,1
589,2025-12-22_13-48-26,0,0,0
590,2025-12-22_13-48-26,-1,0,1
591,2025-12-22_13-48-26,13,0,-13
592,2025-12-22_13-48-26,0,0,0
593,2025-12-22_13-48-26,-474,0,474
594,2025-12-22_13-48-26,0,0,0
595,2025-12-22_13-48-26,19,0,-19
596,2025-12-22_13-48-26,-30,0,30
597,2025-12-22_13-48-26,-1150,0,1150
598,2025-12-22_13-48-26,-1,0,1
599,2025-12-22_13-48-26,-51,0,51
673,2025-12-22_13-48-26,-306,0,306
717,2025-12-22_13-48-26,-1579,0,1579
726,2025-12-22_13-48-26,-96,0,96
745,2025-12-22_13-48-26,-4,0,4
750,2025-12-22_13-48-26,1,0,-1
751,2025-12-22_13-48-26,0,0,0
149,2025-12-22_13-48-26,12,0,-12
600,2025-12-22_13-48-26,47,0,-47
601,2025-12-22_13-48-26,-27,0,27
602,2025-12-22_13-48-26,0,0,0
603,2025-12-22_13-48-26,-1013,0,1013
604,2025-12-22_13-48-26,-6,0,6
605,2025-12-22_13-48-26,17,0,-17
606,2025-12-22_13-48-26,7,0,-7
607,2025-12-22_13-48-26,-4,0,4
608,2025-12-22_13-48-26,-1,0,1
609,2025-12-22_13-48-26,6,0,-6
610,2025-12-22_13-48-26,-1525,0,1525
611,2025-12-22_13-48-26,-8,0,8
612,2025-12-22_13-48-26,233,0,-233
613,2025-12-22_13-48-26,-34,0,34
614,2025-12-22_13-48-26,-12,0,12
615,2025-12-22_13-48-26,44,0,-44
616,2025-12-22_13-48-26,-1,0,1
617,2025-12-22_13-48-26,0,0,0
618,2025-12-22_13-48-26,4,0,-4
619,2025-12-22_13-48-26,0,0,0
620,2025-12-22_13-48-26,-3,0,3
621,2025-12-22_13-48-26,28,0,-28
622,2025-12-22_13-48-26,-1,0,1
623,2025-12-22_13-48-26,252,0,-252
624,2025-12-22_13-48-26,1192,0,-1192
625,2025-12-22_13-48-26,-30,0,30
626,2025-12-22_13-48-26,-47,0,47
659,2025-12-22_13-48-26,6,0,-6
671,2025-12-22_13-48-26,-472,0,472
679,2025-12-22_13-48-26,-22,0,22
708,2025-12-22_13-48-26,258,0,-258
718,2025-12-22_13-48-26,1,0,-1
738,2025-12-22_13-48-26,11,0,-11
747,2025-12-22_13-48-26,5,0,-5
752,2025-12-22_13-48-26,4,0,-4
758,2025-12-22_13-48-26,6,0,-6
627,2025-12-22_13-48-26,-18,0,18
628,2025-12-22_13-48-26,-60,0,60
629,2025-12-22_13-48-26,-74,0,74
631,2025-12-22_13-48-26,-31,0,31
632,2025-12-22_13-48-26,-2,0,2
633,2025-12-22_13-48-26,-33,0,33
634,2025-12-22_13-48-26,-1,0,1
635,2025-12-22_13-48-26,-7,0,7
636,2025-12-22_13-48-26,-7,0,7
637,2025-12-22_13-48-26,-10,0,10
638,2025-12-22_13-48-26,692,0,-692
639,2025-12-22_13-48-26,-2,0,2
640,2025-12-22_13-48-26,-52,0,52
641,2025-12-22_13-48-26,-114,0,114
642,2025-12-22_13-48-26,-12,0,12
643,2025-12-22_13-48-26,-4,0,4
644,2025-12-22_13-48-26,-7,0,7
645,2025-12-22_13-48-26,-2,0,2
646,2025-12-22_13-48-26,-13,0,13
647,2025-12-22_13-48-26,0,0,0
648,2025-12-22_13-48-26,-13,0,13
649,2025-12-22_13-48-26,0,0,0
650,2025-12-22_13-48-26,-57,0,57
651,2025-12-22_13-48-26,6,0,-6
652,2025-12-22_13-48-26,111,0,-111
653,2025-12-22_13-48-26,0,0,0
654,2025-12-22_13-48-26,-119,0,119
655,2025-12-22_13-48-26,-11,0,11
656,2025-12-22_13-48-26,-1,0,1
657,2025-12-22_13-48-26,-2,0,2
658,2025-12-22_13-48-26,-157,0,157
663,2025-12-22_13-48-26,-15,0,15
682,2025-12-22_13-48-26,-12,0,12
695,2025-12-22_13-48-26,0,0,0
709,2025-12-22_13-48-26,-7,0,7
720,2025-12-22_13-48-26,-8,0,8
749,2025-12-22_13-48-26,43,0,-43
766,2025-12-22_13-48-26,12,0,-12
767,2025-12-22_13-48-26,13,0,-13
