player_id,net_transfers_delta,timestamp
1,-287,2025-12-23_18-59-16
2,-22,2025-12-23_18-59-16
3,-21,2025-12-23_18-59-16
4,35,2025-12-23_18-59-16
5,-2248,2025-12-23_18-59-16
6,1316,2025-12-23_18-59-16
7,1288,2025-12-23_18-59-16
8,2529,2025-12-23_18-59-16
9,-2,2025-12-23_18-59-16
10,-288,2025-12-23_18-59-16
11,-1728,2025-12-23_18-59-16
13,11,2025-12-23_18-59-16
14,-8,2025-12-23_18-59-16
15,-5,2025-12-23_18-59-16
16,-1552,2025-12-23_18-59-16
17,70,2025-12-23_18-59-16
18,-214,2025-12-23_18-59-16
19,-88,2025-12-23_18-59-16
20,353,2025-12-23_18-59-16
21,12882,2025-12-23_18-59-16
22,-1833,2025-12-23_18-59-16
23,0,2025-12-23_18-59-16
24,-2,2025-12-23_18-59-16
25,-11,2025-12-23_18-59-16
26,-137,2025-12-23_18-59-16
28,-5,2025-12-23_18-59-16
29,-2,2025-12-23_18-59-16
30,5,2025-12-23_18-59-16
31,-70,2025-12-23_18-59-16
266,-7726,2025-12-23_18-59-16
662,-34,2025-12-23_18-59-16
666,-737,2025-12-23_18-59-16
700,-54,2025-12-23_18-59-16
711,-1,2025-12-23_18-59-16
725,935,2025-12-23_18-59-16
759,0,2025-12-23_18-59-16
32,54,2025-12-23_18-59-16
33,-17,2025-12-23_18-59-16
34,-11,2025-12-23_18-59-16
35,-1,2025-12-23_18-59-16
36,-1108,2025-12-23_18-59-16
37,-326,2025-12-23_18-59-16
38,-523,2025-12-23_18-59-16
39,78,2025-12-23_18-59-16
40,-61,2025-12-23_18-59-16
41,-213,2025-12-23_18-59-16
42,-3,2025-12-23_18-59-16
43,-191,2025-12-23_18-59-16
44,-31,2025-12-23_18-59-16
45,-17,2025-12-23_18-59-16
46,-5,2025-12-23_18-59-16
47,32188,2025-12-23_18-59-16
48,172,2025-12-23_18-59-16
49,-3,2025-12-23_18-59-16
50,-164,2025-12-23_18-59-16
51,-1,2025-12-23_18-59-16
53,-200,2025-12-23_18-59-16
54,282,2025-12-23_18-59-16
55,-3,2025-12-23_18-59-16
56,0,2025-12-23_18-59-16
57,0,2025-12-23_18-59-16
58,280,2025-12-23_18-59-16
59,174,2025-12-23_18-59-16
60,15,2025-12-23_18-59-16
61,-3,2025-12-23_18-59-16
62,5,2025-12-23_18-59-16
63,111,2025-12-23_18-59-16
64,-1660,2025-12-23_18-59-16
65,-22,2025-12-23_18-59-16
389,-40,2025-12-23_18-59-16
456,8,2025-12-23_18-59-16
677,-19,2025-12-23_18-59-16
688,-5,2025-12-23_18-59-16
701,-6,2025-12-23_18-59-16
702,-1,2025-12-23_18-59-16
703,326,2025-12-23_18-59-16
710,-19,2025-12-23_18-59-16
719,7,2025-12-23_18-59-16
754,2,2025-12-23_18-59-16
757,0,2025-12-23_18-59-16
768,1,2025-12-23_18-59-16
183,2,2025-12-23_18-59-16
184,-21,2025-12-23_18-59-16
185,6,2025-12-23_18-59-16
186,-2,2025-12-23_18-59-16
187,15,2025-12-23_18-59-16
188,16,2025-12-23_18-59-16
189,0,2025-12-23_18-59-16
190,70,2025-12-23_18-59-16
191,-2551,2025-12-23_18-59-16
192,-64,2025-12-23_18-59-16
193,-3,2025-12-23_18-59-16
194,-4,2025-12-23_18-59-16
195,6,2025-12-23_18-59-16
196,-4,2025-12-23_18-59-16
197,98,2025-12-23_18-59-16
198,-283,2025-12-23_18-59-16
199,22,2025-12-23_18-59-16
200,-394,2025-12-23_18-59-16
201,0,2025-12-23_18-59-16
202,10,2025-12-23_18-59-16
203,4,2025-12-23_18-59-16
204,-1,2025-12-23_18-59-16
205,-101,2025-12-23_18-59-16
206,24,2025-12-23_18-59-16
207,-12,2025-12-23_18-59-16
208,0,2025-12-23_18-59-16
209,6,2025-12-23_18-59-16
210,-3,2025-12-23_18-59-16
211,-158,2025-12-23_18-59-16
212,0,2025-12-23_18-59-16
213,-4,2025-12-23_18-59-16
214,35,2025-12-23_18-59-16
215,-178,2025-12-23_18-59-16
216,1,2025-12-23_18-59-16
217,-415,2025-12-23_18-59-16
218,-68,2025-12-23_18-59-16
219,-6,2025-12-23_18-59-16
470,58,2025-12-23_18-59-16
676,35,2025-12-23_18-59-16
680,129,2025-12-23_18-59-16
722,-10,2025-12-23_18-59-16
66,-2,2025-12-23_18-59-16
67,-539,2025-12-23_18-59-16
68,-37,2025-12-23_18-59-16
69,72,2025-12-23_18-59-16
70,-5,2025-12-23_18-59-16
71,-1,2025-12-23_18-59-16
72,-424,2025-12-23_18-59-16
73,-16,2025-12-23_18-59-16
74,-191,2025-12-23_18-59-16
75,-10,2025-12-23_18-59-16
76,1,2025-12-23_18-59-16
77,-41,2025-12-23_18-59-16
78,50,2025-12-23_18-59-16
79,-10,2025-12-23_18-59-16
80,14,2025-12-23_18-59-16
81,-74,2025-12-23_18-59-16
82,9448,2025-12-23_18-59-16
84,855,2025-12-23_18-59-16
85,-156,2025-12-23_18-59-16
86,21,2025-12-23_18-59-16
87,9,2025-12-23_18-59-16
88,12,2025-12-23_18-59-16
89,-1,2025-12-23_18-59-16
90,0,2025-12-23_18-59-16
91,0,2025-12-23_18-59-16
92,-2,2025-12-23_18-59-16
93,-26,2025-12-23_18-59-16
94,-1,2025-12-23_18-59-16
95,-6,2025-12-23_18-59-16
96,-2,2025-12-23_18-59-16
97,-932,2025-12-23_18-59-16
98,-10,2025-12-23_18-59-16
99,-8,2025-12-23_18-59-16
100,-668,2025-12-23_18-59-16
391,-2,2025-12-23_18-59-16
685,-40,2025-12-23_18-59-16
687,3,2025-12-23_18-59-16
697,-8,2025-12-23_18-59-16
713,-25,2025-12-23_18-59-16
721,-7,2025-12-23_18-59-16
756,7,2025-12-23_18-59-16
27,-1,2025-12-23_18-59-16
83,-778,2025-12-23_18-59-16
101,797,2025-12-23_18-59-16
102,-7,2025-12-23_18-59-16
103,20,2025-12-23_18-59-16
104,-5,2025-12-23_18-59-16
105,-36,2025-12-23_18-59-16
106,-36,2025-12-23_18-59-16
107,3957,2025-12-23_18-59-16
