player_id,net_transfers_delta,timestamp
1,-28,2025-12-25_08-32-24
2,3,2025-12-25_08-32-24
3,-1,2025-12-25_08-32-24
4,0,2025-12-25_08-32-24
5,-244,2025-12-25_08-32-24
6,336,2025-12-25_08-32-24
7,317,2025-12-25_08-32-24
8,506,2025-12-25_08-32-24
9,0,2025-12-25_08-32-24
10,-58,2025-12-25_08-32-24
11,-275,2025-12-25_08-32-24
13,3,2025-12-25_08-32-24
14,0,2025-12-25_08-32-24
15,-2,2025-12-25_08-32-24
16,-118,2025-12-25_08-32-24
17,21,2025-12-25_08-32-24
18,-40,2025-12-25_08-32-24
19,-63,2025-12-25_08-32-24
20,155,2025-12-25_08-32-24
21,2034,2025-12-25_08-32-24
22,-263,2025-12-25_08-32-24
23,0,2025-12-25_08-32-24
24,0,2025-12-25_08-32-24
25,-1,2025-12-25_08-32-24
26,-9,2025-12-25_08-32-24
28,0,2025-12-25_08-32-24
29,0,2025-12-25_08-32-24
30,-1,2025-12-25_08-32-24
31,-6,2025-12-25_08-32-24
266,-1117,2025-12-25_08-32-24
662,-2,2025-12-25_08-32-24
666,-48,2025-12-25_08-32-24
700,-7,2025-12-25_08-32-24
711,0,2025-12-25_08-32-24
725,-362,2025-12-25_08-32-24
759,0,2025-12-25_08-32-24
32,-5,2025-12-25_08-32-24
33,-5,2025-12-25_08-32-24
34,-1,2025-12-25_08-32-24
35,0,2025-12-25_08-32-24
36,-270,2025-12-25_08-32-24
37,-43,2025-12-25_08-32-24
38,-88,2025-12-25_08-32-24
39,3,2025-12-25_08-32-24
40,-6,2025-12-25_08-32-24
41,-40,2025-12-25_08-32-24
42,-6,2025-12-25_08-32-24
43,-25,2025-12-25_08-32-24
44,-16,2025-12-25_08-32-24
45,-3,2025-12-25_08-32-24
46,0,2025-12-25_08-32-24
47,3805,2025-12-25_08-32-24
48,2,2025-12-25_08-32-24
49,0,2025-12-25_08-32-24
50,-13,2025-12-25_08-32-24
51,0,2025-12-25_08-32-24
53,-30,2025-12-25_08-32-24
54,22,2025-12-25_08-32-24
55,-3,2025-12-25_08-32-24
56,0,2025-12-25_08-32-24
57,0,2025-12-25_08-32-24
58,25,2025-12-25_08-32-24
59,27,2025-12-25_08-32-24
60,-3,2025-12-25_08-32-24
61,-2,2025-12-25_08-32-24
62,-2,2025-12-25_08-32-24
63,13,2025-12-25_08-32-24
64,-214,2025-12-25_08-32-24
65,-2,2025-12-25_08-32-24
389,-5,2025-12-25_08-32-24
456,3,2025-12-25_08-32-24
677,-3,2025-12-25_08-32-24
688,8,2025-12-25_08-32-24
701,-1,2025-12-25_08-32-24
702,-1,2025-12-25_08-32-24
703,36,2025-12-25_08-32-24
710,-2,2025-12-25_08-32-24
719,4,2025-12-25_08-32-24
754,0,2025-12-25_08-32-24
757,-1,2025-12-25_08-32-24
768,0,2025-12-25_08-32-24
183,-1,2025-12-25_08-32-24
184,-2,2025-12-25_08-32-24
185,8,2025-12-25_08-32-24
186,-1,2025-12-25_08-32-24
187,18,2025-12-25_08-32-24
188,-5,2025-12-25_08-32-24
189,0,2025-12-25_08-32-24
190,30,2025-12-25_08-32-24
191,-380,2025-12-25_08-32-24
192,6,2025-12-25_08-32-24
193,0,2025-12-25_08-32-24
194,-2,2025-12-25_08-32-24
195,14,2025-12-25_08-32-24
196,0,2025-12-25_08-32-24
197,23,2025-12-25_08-32-24
198,-45,2025-12-25_08-32-24
