player_id,net_transfers_delta,timestamp
1,-148,2025-12-22_18-58-52
2,4,2025-12-22_18-58-52
3,-14,2025-12-22_18-58-52
4,20,2025-12-22_18-58-52
5,-1777,2025-12-22_18-58-52
6,1115,2025-12-22_18-58-52
7,809,2025-12-22_18-58-52
8,2348,2025-12-22_18-58-52
9,0,2025-12-22_18-58-52
10,-212,2025-12-22_18-58-52
11,-1082,2025-12-22_18-58-52
13,-4,2025-12-22_18-58-52
14,-3,2025-12-22_18-58-52
15,6,2025-12-22_18-58-52
16,-1347,2025-12-22_18-58-52
17,75,2025-12-22_18-58-52
18,-156,2025-12-22_18-58-52
19,-107,2025-12-22_18-58-52
20,263,2025-12-22_18-58-52
21,10411,2025-12-22_18-58-52
22,-1561,2025-12-22_18-58-52
23,-1,2025-12-22_18-58-52
24,-16,2025-12-22_18-58-52
25,-8,2025-12-22_18-58-52
26,-158,2025-12-22_18-58-52
28,-2,2025-12-22_18-58-52
29,-1,2025-12-22_18-58-52
30,-5,2025-12-22_18-58-52
31,-52,2025-12-22_18-58-52
266,-5900,2025-12-22_18-58-52
662,-20,2025-12-22_18-58-52
666,-575,2025-12-22_18-58-52
700,-62,2025-12-22_18-58-52
711,0,2025-12-22_18-58-52
725,545,2025-12-22_18-58-52
759,-1,2025-12-22_18-58-52
32,111,2025-12-22_18-58-52
33,-14,2025-12-22_18-58-52
34,-10,2025-12-22_18-58-52
35,0,2025-12-22_18-58-52
36,-627,2025-12-22_18-58-52
37,-190,2025-12-22_18-58-52
38,-287,2025-12-22_18-58-52
39,63,2025-12-22_18-58-52
40,-41,2025-12-22_18-58-52
41,-171,2025-12-22_18-58-52
42,-1,2025-12-22_18-58-52
43,-120,2025-12-22_18-58-52
44,-37,2025-12-22_18-58-52
45,-11,2025-12-22_18-58-52
46,-8,2025-12-22_18-58-52
47,30894,2025-12-22_18-58-52
48,90,2025-12-22_18-58-52
49,0,2025-12-22_18-58-52
50,-150,2025-12-22_18-58-52
51,-2,2025-12-22_18-58-52
53,-149,2025-12-22_18-58-52
54,139,2025-12-22_18-58-52
55,-8,2025-12-22_18-58-52
56,0,2025-12-22_18-58-52
57,-1,2025-12-22_18-58-52
58,73,2025-12-22_18-58-52
59,77,2025-12-22_18-58-52
60,0,2025-12-22_18-58-52
61,-1,2025-12-22_18-58-52
62,-2,2025-12-22_18-58-52
63,51,2025-12-22_18-58-52
64,-1185,2025-12-22_18-58-52
65,-19,2025-12-22_18-58-52
389,-32,2025-12-22_18-58-52
456,11,2025-12-22_18-58-52
677,-19,2025-12-22_18-58-52
688,-1,2025-12-22_18-58-52
701,-5,2025-12-22_18-58-52
702,-1,2025-12-22_18-58-52
703,180,2025-12-22_18-58-52
710,-12,2025-12-22_18-58-52
719,15,2025-12-22_18-58-52
754,0,2025-12-22_18-58-52
757,-1,2025-12-22_18-58-52
768,1,2025-12-22_18-58-52
183,-1,2025-12-22_18-58-52
184,-15,2025-12-22_18-58-52
185,17,2025-12-22_18-58-52
186,-1,2025-12-22_18-58-52
187,-1,2025-12-22_18-58-52
188,15,2025-12-22_18-58-52
189,0,2025-12-22_18-58-52
190,20,2025-12-22_18-58-52
191,-1823,2025-12-22_18-58-52
192,-51,2025-12-22_18-58-52
193,-9,2025-12-22_18-58-52
194,-3,2025-12-22_18-58-52
195,12,2025-12-22_18-58-52
196,-2,2025-12-22_18-58-52
197,65,2025-12-22_18-58-52
198,-194,2025-12-22_18-58-52
199,6,2025-12-22_18-58-52
200,-343,2025-12-22_18-58-52
201,0,2025-12-22_18-58-52
202,0,2025-12-22_18-58-52
203,1,2025-12-22_18-58-52
204,0,2025-12-22_18-58-52
205,-105,2025-12-22_18-58-52
206,12,2025-12-22_18-58-52
207,-13,2025-12-22_18-58-52
208,0,2025-12-22_18-58-52
209,2,2025-12-22_18-58-52
210,-2,2025-12-22_18-58-52
211,-110,2025-12-22_18-58-52
212,0,2025-12-22_18-58-52
213,11,2025-12-22_18-58-52
214,14,2025-12-22_18-58-52
215,-150,2025-12-22_18-58-52
216,1,2025-12-22_18-58-52
217,-318,2025-12-22_18-58-52
218,-59,2025-12-22_18-58-52
219,-7,2025-12-22_18-58-52
470,-72,2025-12-22_18-58-52
676,1,2025-12-22_18-58-52
680,74,2025-12-22_18-58-52
722,-6,2025-12-22_18-58-52
66,-4,2025-12-22_18-58-52
67,-415,2025-12-22_18-58-52
68,-33,2025-12-22_18-58-52
69,-2,2025-12-22_18-58-52
70,-3,2025-12-22_18-58-52
71,0,2025-12-22_18-58-52
72,5,2025-12-22_18-58-52
73,-9,2025-12-22_18-58-52
74,-38,2025-12-22_18-58-52
75,-11,2025-12-22_18-58-52
76,0,2025-12-22_18-58-52
77,-36,2025-12-22_18-58-52
78,18,2025-12-22_18-58-52
79,-2,2025-12-22_18-58-52
80,8,2025-12-22_18-58-52
81,-72,2025-12-22_18-58-52
82,8113,2025-12-22_18-58-52
84,182,2025-12-22_18-58-52
85,-113,2025-12-22_18-58-52
86,6,2025-12-22_18-58-52
87,0,2025-12-22_18-58-52
88,6,2025-12-22_18-58-52
