player_id,net_transfers_delta,price_change,timestamp
1,-92,0.0,2025-12-26_07-00-28
2,-6,0.0,2025-12-26_07-00-28
3,-3,0.0,2025-12-26_07-00-28
4,6,0.0,2025-12-26_07-00-28
5,-381,0.0,2025-12-26_07-00-28
6,805,0.0,2025-12-26_07-00-28
7,765,0.0,2025-12-26_07-00-28
8,954,0.0,2025-12-26_07-00-28
9,0,0.0,2025-12-26_07-00-28
10,-134,0.0,2025-12-26_07-00-28
11,-671,0.0,2025-12-26_07-00-28
13,-2,0.0,2025-12-26_07-00-28
14,-2,0.0,2025-12-26_07-00-28
15,-1,0.0,2025-12-26_07-00-28
16,-567,0.0,2025-12-26_07-00-28
17,7,0.0,2025-12-26_07-00-28
18,-77,0.0,2025-12-26_07-00-28
19,-90,0.0,2025-12-26_07-00-28
20,326,0.0,2025-12-26_07-00-28
21,4448,0.0,2025-12-26_07-00-28
22,-586,0.0,2025-12-26_07-00-28
23,0,0.0,2025-12-26_07-00-28
24,-7,0.0,2025-12-26_07-00-28
25,0,0.0,2025-12-26_07-00-28
26,-39,0.0,2025-12-26_07-00-28
28,0,0.0,2025-12-26_07-00-28
29,0,0.0,2025-12-26_07-00-28
30,1,0.0,2025-12-26_07-00-28
31,-8,0.0,2025-12-26_07-00-28
266,-2370,0.0,2025-12-26_07-00-28
662,-7,0.0,2025-12-26_07-00-28
666,-118,0.0,2025-12-26_07-00-28
700,-20,0.0,2025-12-26_07-00-28
711,1,0.0,2025-12-26_07-00-28
725,-812,0.0,2025-12-26_07-00-28
759,0,0.0,2025-12-26_07-00-28
32,2,0.0,2025-12-26_07-00-28
33,-9,0.0,2025-12-26_07-00-28
34,-2,0.0,2025-12-26_07-00-28
35,0,0.0,2025-12-26_07-00-28
36,-665,0.0,2025-12-26_07-00-28
37,-113,0.0,2025-12-26_07-00-28
38,-210,0.0,2025-12-26_07-00-28
39,18,0.0,2025-12-26_07-00-28
40,-11,0.0,2025-12-26_07-00-28
41,-49,0.0,2025-12-26_07-00-28
42,-1,0.0,2025-12-26_07-00-28
43,-59,0.0,2025-12-26_07-00-28
44,-4,0.0,2025-12-26_07-00-28
45,3,0.0,2025-12-26_07-00-28
46,-3,0.0,2025-12-26_07-00-28
47,7247,0.0,2025-12-26_07-00-28
48,22,0.0,2025-12-26_07-00-28
49,0,0.0,2025-12-26_07-00-28
50,-41,0.0,2025-12-26_07-00-28
51,0,0.0,2025-12-26_07-00-28
53,-84,0.0,2025-12-26_07-00-28
54,57,0.0,2025-12-26_07-00-28
55,-1,0.0,2025-12-26_07-00-28
56,0,0.0,2025-12-26_07-00-28
57,0,0.0,2025-12-26_07-00-28
58,20,0.0,2025-12-26_07-00-28
59,75,0.0,2025-12-26_07-00-28
60,0,0.0,2025-12-26_07-00-28
61,-2,0.0,2025-12-26_07-00-28
62,2,0.0,2025-12-26_07-00-28
63,39,0.0,2025-12-26_07-00-28
64,-507,0.0,2025-12-26_07-00-28
65,-7,0.0,2025-12-26_07-00-28
389,-11,0.0,2025-12-26_07-00-28
456,4,0.0,2025-12-26_07-00-28
677,-4,0.0,2025-12-26_07-00-28
688,6,0.0,2025-12-26_07-00-28
701,-1,0.0,2025-12-26_07-00-28
702,0,0.0,2025-12-26_07-00-28
703,45,0.0,2025-12-26_07-00-28
710,-8,0.0,2025-12-26_07-00-28
719,12,0.0,2025-12-26_07-00-28
754,0,0.0,2025-12-26_07-00-28
757,0,0.0,2025-12-26_07-00-28
768,1,0.0,2025-12-26_07-00-28
183,0,0.0,2025-12-26_07-00-28
184,-1,0.0,2025-12-26_07-00-28
185,15,0.0,2025-12-26_07-00-28
186,0,0.0,2025-12-26_07-00-28
187,36,0.0,2025-12-26_07-00-28
188,4,0.0,2025-12-26_07-00-28
189,0,0.0,2025-12-26_07-00-28
190,58,0.0,2025-12-26_07-00-28
191,-892,0.0,2025-12-26_07-00-28
192,-13,0.0,2025-12-26_07-00-28
193,0,0.0,2025-12-26_07-00-28
194,-1,0.0,2025-12-26_07-00-28
195,6,0.0,2025-12-26_07-00-28
196,0,0.0,2025-12-26_07-00-28
197,23,0.0,2025-12-26_07-00-28
198,-89,0.0,2025-12-26_07-00-28
199,14,0.0,2025-12-26_07-00-28
200,-114,0.0,2025-12-26_07-00-28
201,0,0.0,2025-12-26_07-00-28
202,1,0.0,2025-12-26_07-00-28
203,2,0.0,2025-12-26_07-00-28
204,0,0.0,2025-12-26_07-00-28
205,22,0.0,2025-12-26_07-00-28
206,10,0.0,2025-12-26_07-00-28
207,-3,0.0,2025-12-26_07-00-28
208,-1,0.0,2025-12-26_07-00-28
209,6,0.0,2025-12-26_07-00-28
210,0,0.0,2025-12-26_07-00-28
211,-38,0.0,2025-12-26_07-00-28
212,-1,0.0,2025-12-26_07-00-28
213,4,0.0,2025-12-26_07-00-28
214,23,0.0,2025-12-26_07-00-28
215,-50,0.0,2025-12-26_07-00-28
216,4,0.0,2025-12-26_07-00-28
217,-125,0.0,2025-12-26_07-00-28
218,17,0.0,2025-12-26_07-00-28
219,-2,0.0,2025-12-26_07-00-28
470,17,0.0,2025-12-26_07-00-28
676,19,0.0,2025-12-26_07-00-28
680,63,0.0,2025-12-26_07-00-28
722,-8,0.0,2025-12-26_07-00-28
66,0,0.0,2025-12-26_07-00-28
67,-286,0.0,2025-12-26_07-00-28
68,-17,0.0,2025-12-26_07-00-28
69,38,0.0,2025-12-26_07-00-28
70,-1,0.0,2025-12-26_07-00-28
71,0,0.0,2025-12-26_07-00-28
72,-447,0.0,2025-12-26_07-00-28
73,-10,0.0,2025-12-26_07-00-28
74,-85,0.0,2025-12-26_07-00-28
75,-7,0.0,2025-12-26_07-00-28
76,2,0.0,2025-12-26_07-00-28
77,-5,0.0,2025-12-26_07-00-28
78,25,0.0,2025-12-26_07-00-28
79,-2,0.0,2025-12-26_07-00-28
80,-10,0.0,2025-12-26_07-00-28
81,-53,0.0,2025-12-26_07-00-28
82,2176,0.0,2025-12-26_07-00-28
84,180,0.0,2025-12-26_07-00-28
85,-27,0.0,2025-12-26_07-00-28
86,11,0.0,2025-12-26_07-00-28
87,6,0.0,2025-12-26_07-00-28
88,6,0.0,2025-12-26_07-00-28
89,-1,0.0,2025-12-26_07-00-28
90,-18,0.0,2025-12-26_07-00-28
91,0,0.0,2025-12-26_07-00-28
92,-2,0.0,2025-12-26_07-00-28
93,-1,0.0,2025-12-26_07-00-28
94,-1,0.0,2025-12-26_07-00-28
95,-3,0.0,2025-12-26_07-00-28
96,0,0.0,2025-12-26_07-00-28
97,-395,0.0,2025-12-26_07-00-28
98,-1,0.0,2025-12-26_07-00-28
99,-3,0.0,2025-12-26_07-00-28
100,-222,0.0,2025-12-26_07-00-28
391,-2,0.0,2025-12-26_07-00-28
685,-11,0.0,2025-12-26_07-00-28
687,7,0.0,2025-12-26_07-00-28
697,-1,0.0,2025-12-26_07-00-28
713,-9,0.0,2025-12-26_07-00-28
721,0,0.0,2025-12-26_07-00-28
756,3,0.0,2025-12-26_07-00-28
27,3,0.0,2025-12-26_07-00-28
83,-361,0.0,2025-12-26_07-00-28
101,270,0.0,2025-12-26_07-00-28
102,8,0.0,2025-12-26_07-00-28
103,1,0.0,2025-12-26_07-00-28
104,-2,0.0,2025-12-26_07-00-28
105,-8,0.0,2025-12-26_07-00-28
106,13,0.0,2025-12-26_07-00-28
107,1393,0.0,2025-12-26_07-00-28
108,1,0.0,2025-12-26_07-00-28
109,17,0.0,2025-12-26_07-00-28
110,-15,0.0,2025-12-26_07-00-28
111,-3,0.0,2025-12-26_07-00-28
112,0,0.0,2025-12-26_07-00-28
113,62,0.0,2025-12-26_07-00-28
114,-1,0.0,2025-12-26_07-00-28
115,-2,0.0,2025-12-26_07-00-28
116,-10,0.0,2025-12-26_07-00-28
117,-1,0.0,2025-12-26_07-00-28
118,0,0.0,2025-12-26_07-00-28
120,112,0.0,2025-12-26_07-00-28
121,6,0.0,2025-12-26_07-00-28
122,0,0.0,2025-12-26_07-00-28
123,-8,0.0,2025-12-26_07-00-28
124,41,0.0,2025-12-26_07-00-28
125,21,0.0,2025-12-26_07-00-28
126,13,0.0,2025-12-26_07-00-28
127,0,0.0,2025-12-26_07-00-28
128,0,0.0,2025-12-26_07-00-28
129,9,0.0,2025-12-26_07-00-28
130,-2,0.0,2025-12-26_07-00-28
131,32,0.0,2025-12-26_07-00-28
132,5,0.0,2025-12-26_07-00-28
133,2,0.0,2025-12-26_07-00-28
134,-1,0.0,2025-12-26_07-00-28
136,-5873,0.0,2025-12-26_07-00-28
137,8,0.0,2025-12-26_07-00-28
748,0,0.0,2025-12-26_07-00-28
138,-11,0.0,2025-12-26_07-00-28
139,-55,0.0,2025-12-26_07-00-28
140,28,0.0,2025-12-26_07-00-28
141,0,0.0,2025-12-26_07-00-28
142,-1,0.0,2025-12-26_07-00-28
143,3,0.0,2025-12-26_07-00-28
144,5,0.0,2025-12-26_07-00-28
145,145,0.0,2025-12-26_07-00-28
146,9,0.0,2025-12-26_07-00-28
147,0,0.0,2025-12-26_07-00-28
148,-19,0.0,2025-12-26_07-00-28
150,-4,0.0,2025-12-26_07-00-28
