player_id,net_transfers_delta,timestamp
1,-58,2025-12-24_17-07-45
2,-2,2025-12-24_17-07-45
3,-6,2025-12-24_17-07-45
4,10,2025-12-24_17-07-45
5,-331,2025-12-24_17-07-45
6,408,2025-12-24_17-07-45
7,339,2025-12-24_17-07-45
8,483,2025-12-24_17-07-45
9,0,2025-12-24_17-07-45
10,-51,2025-12-24_17-07-45
11,-285,2025-12-24_17-07-45
13,2,2025-12-24_17-07-45
14,0,2025-12-24_17-07-45
15,-2,2025-12-24_17-07-45
16,-244,2025-12-24_17-07-45
17,31,2025-12-24_17-07-45
18,-38,2025-12-24_17-07-45
19,-64,2025-12-24_17-07-45
20,86,2025-12-24_17-07-45
21,2540,2025-12-24_17-07-45
22,-310,2025-12-24_17-07-45
23,0,2025-12-24_17-07-45
24,-2,2025-12-24_17-07-45
25,2,2025-12-24_17-07-45
26,-28,2025-12-24_17-07-45
28,0,2025-12-24_17-07-45
29,0,2025-12-24_17-07-45
30,-5,2025-12-24_17-07-45
31,-1,2025-12-24_17-07-45
266,-1294,2025-12-24_17-07-45
662,-3,2025-12-24_17-07-45
666,-93,2025-12-24_17-07-45
700,-24,2025-12-24_17-07-45
711,0,2025-12-24_17-07-45
725,-461,2025-12-24_17-07-45
759,-1,2025-12-24_17-07-45
32,-24,2025-12-24_17-07-45
33,-7,2025-12-24_17-07-45
34,-3,2025-12-24_17-07-45
35,0,2025-12-24_17-07-45
36,-236,2025-12-24_17-07-45
37,-58,2025-12-24_17-07-45
38,-88,2025-12-24_17-07-45
39,22,2025-12-24_17-07-45
40,-15,2025-12-24_17-07-45
41,-24,2025-12-24_17-07-45
42,-8,2025-12-24_17-07-45
43,-32,2025-12-24_17-07-45
44,-14,2025-12-24_17-07-45
45,-3,2025-12-24_17-07-45
46,-1,2025-12-24_17-07-45
47,5164,2025-12-24_17-07-45
48,24,2025-12-24_17-07-45
49,0,2025-12-24_17-07-45
50,-25,2025-12-24_17-07-45
51,0,2025-12-24_17-07-45
53,-40,2025-12-24_17-07-45
54,33,2025-12-24_17-07-45
55,0,2025-12-24_17-07-45
56,0,2025-12-24_17-07-45
57,0,2025-12-24_17-07-45
58,39,2025-12-24_17-07-45
59,18,2025-12-24_17-07-45
60,-1,2025-12-24_17-07-45
61,0,2025-12-24_17-07-45
62,-2,2025-12-24_17-07-45
63,18,2025-12-24_17-07-45
64,-261,2025-12-24_17-07-45
65,-3,2025-12-24_17-07-45
389,-6,2025-12-24_17-07-45
456,3,2025-12-24_17-07-45
677,-2,2025-12-24_17-07-45
688,3,2025-12-24_17-07-45
701,0,2025-12-24_17-07-45
702,0,2025-12-24_17-07-45
703,41,2025-12-24_17-07-45
710,-2,2025-12-24_17-07-45
719,4,2025-12-24_17-07-45
754,2,2025-12-24_17-07-45
757,1,2025-12-24_17-07-45
768,1,2025-12-24_17-07-45
183,1,2025-12-24_17-07-45
184,-1,2025-12-24_17-07-45
185,4,2025-12-24_17-07-45
186,0,2025-12-24_17-07-45
187,17,2025-12-24_17-07-45
188,9,2025-12-24_17-07-45
189,0,2025-12-24_17-07-45
190,27,2025-12-24_17-07-45
191,-461,2025-12-24_17-07-45
192,-25,2025-12-24_17-07-45
193,3,2025-12-24_17-07-45
194,-1,2025-12-24_17-07-45
195,0,2025-12-24_17-07-45
196,-1,2025-12-24_17-07-45
197,14,2025-12-24_17-07-45
198,-48,2025-12-24_17-07-45
199,-2,2025-12-24_17-07-45
200,-69,2025-12-24_17-07-45
201,0,2025-12-24_17-07-45
202,2,2025-12-24_17-07-45
203,-1,2025-12-24_17-07-45
204,0,2025-12-24_17-07-45
205,-1,2025-12-24_17-07-45
206,4,2025-12-24_17-07-45
207,-1,2025-12-24_17-07-45
208,0,2025-12-24_17-07-45
209,2,2025-12-24_17-07-45
210,2,2025-12-24_17-07-45
211,-26,2025-12-24_17-07-45
212,0,2025-12-24_17-07-45
213,0,2025-12-24_17-07-45
214,5,2025-12-24_17-07-45
215,-33,2025-12-24_17-07-45
216,0,2025-12-24_17-07-45
217,-78,2025-12-24_17-07-45
218,-4,2025-12-24_17-07-45
219,-3,2025-12-24_17-07-45
470,10,2025-12-24_17-07-45
676,9,2025-12-24_17-07-45
680,12,2025-12-24_17-07-45
722,1,2025-12-24_17-07-45
66,0,2025-12-24_17-07-45
67,-99,2025-12-24_17-07-45
68,-13,2025-12-24_17-07-45
69,15,2025-12-24_17-07-45
70,0,2025-12-24_17-07-45
71,0,2025-12-24_17-07-45
72,-162,2025-12-24_17-07-45
73,-5,2025-12-24_17-07-45
74,-8,2025-12-24_17-07-45
75,-3,2025-12-24_17-07-45
76,-2,2025-12-24_17-07-45
77,-8,2025-12-24_17-07-45
78,3,2025-12-24_17-07-45
79,-2,2025-12-24_17-07-45
80,1,2025-12-24_17-07-45
81,-11,2025-12-24_17-07-45
82,1458,2025-12-24_17-07-45
84,88,2025-12-24_17-07-45
85,-23,2025-12-24_17-07-45
86,0,2025-12-24_17-07-45
87,5,2025-12-24_17-07-45
88,6,2025-12-24_17-07-45
89,0,2025-12-24_17-07-45
90,-1,2025-12-24_17-07-45
91,0,2025-12-24_17-07-45
92,-1,2025-12-24_17-07-45
93,-2,2025-12-24_17-07-45
94,0,2025-12-24_17-07-45
95,-1,2025-12-24_17-07-45
96,0,2025-12-24_17-07-45
97,-189,2025-12-24_17-07-45
98,0,2025-12-24_17-07-45
99,-6,2025-12-24_17-07-45
100,-157,2025-12-24_17-07-45
391,-1,2025-12-24_17-07-45
685,-7,2025-12-24_17-07-45
687,-1,2025-12-24_17-07-45
697,-1,2025-12-24_17-07-45
713,-5,2025-12-24_17-07-45
721,0,2025-12-24_17-07-45
756,-1,2025-12-24_17-07-45
27,2,2025-12-24_17-07-45
83,-138,2025-12-24_17-07-45
101,105,2025-12-24_17-07-45
102,-3,2025-12-24_17-07-45
103,8,2025-12-24_17-07-45
104,-3,2025-12-24_17-07-45
105,-10,2025-12-24_17-07-45
106,-21,2025-12-24_17-07-45
107,748,2025-12-24_17-07-45
108,-1,2025-12-24_17-07-45
109,8,2025-12-24_17-07-45
110,4,2025-12-24_17-07-45
111,-1,2025-12-24_17-07-45
112,0,2025-12-24_17-07-45
113,53,2025-12-24_17-07-45
114,0,2025-12-24_17-07-45
115,-1,2025-12-24_17-07-45
116,-8,2025-12-24_17-07-45
117,0,2025-12-24_17-07-45
118,0,2025-12-24_17-07-45
120,23,2025-12-24_17-07-45
121,-7,2025-12-24_17-07-45
122,0,2025-12-24_17-07-45
123,-4,2025-12-24_17-07-45
124,33,2025-12-24_17-07-45
125,11,2025-12-24_17-07-45
126,-1,2025-12-24_17-07-45
127,0,2025-12-24_17-07-45
128,-1,2025-12-24_17-07-45
129,0,2025-12-24_17-07-45
130,-1,2025-12-24_17-07-45
131,8,2025-12-24_17-07-45
132,1,2025-12-24_17-07-45
133,-1,2025-12-24_17-07-45
134,0,2025-12-24_17-07-45
136,-3665,2025-12-24_17-07-45
137,-5,2025-12-24_17-07-45
748,0,2025-12-24_17-07-45
138,-2,2025-12-24_17-07-45
139,32,2025-12-24_17-07-45
140,3,2025-12-24_17-07-45
141,0,2025-12-24_17-07-45
142,0,2025-12-24_17-07-45
143,6,2025-12-24_17-07-45
144,2,2025-12-24_17-07-45
145,112,2025-12-24_17-07-45
146,3,2025-12-24_17-07-45
147,0,2025-12-24_17-07-45
148,-1,2025-12-24_17-07-45
150,0,2025-12-24_17-07-45
151,-554,2025-12-24_17-07-45
152,2,2025-12-24_17-07-45
153,0,2025-12-24_17-07-45
154,0,2025-12-24_17-07-45
155,-1,2025-12-24_17-07-45
156,2,2025-12-24_17-07-45
157,-10,2025-12-24_17-07-45
158,-11,2025-12-24_17-07-45
159,0,2025-12-24_17-07-45
160,-423,2025-12-24_17-07-45
161,0,2025-12-24_17-07-45
162,0,2025-12-24_17-07-45
163,1,2025-12-24_17-07-45
164,-2,2025-12-24_17-07-45
165,0,2025-12-24_17-07-45
166,4,2025-12-24_17-07-45
167,-54,2025-12-24_17-07-45
169,0,2025-12-24_17-07-45
170,-1,2025-12-24_17-07-45
171,0,2025-12-24_17-07-45
172,1,2025-12-24_17-07-45
173,-37,2025-12-24_17-07-45
174,0,2025-12-24_17-07-45
175,7,2025-12-24_17-07-45
176,0,2025-12-24_17-07-45
177,0,2025-12-24_17-07-45
178,-1202,2025-12-24_17-07-45
179,0,2025-12-24_17-07-45
180,-3,2025-12-24_17-07-45
181,-1,2025-12-24_17-07-45
744,3,2025-12-24_17-07-45
761,1,2025-12-24_17-07-45
168,0,2025-12-24_17-07-45
220,-104,2025-12-24_17-07-45
221,-1,2025-12-24_17-07-45
222,0,2025-12-24_17-07-45
223,3,2025-12-24_17-07-45
224,-599,2025-12-24_17-07-45
225,340,2025-12-24_17-07-45
226,439,2025-12-24_17-07-45
227,-1,2025-12-24_17-07-45
228,22,2025-12-24_17-07-45
229,1,2025-12-24_17-07-45
230,33,2025-12-24_17-07-45
231,0,2025-12-24_17-07-45
232,-7,2025-12-24_17-07-45
233,-17,2025-12-24_17-07-45
234,0,2025-12-24_17-07-45
235,202,2025-12-24_17-07-45
236,-193,2025-12-24_17-07-45
237,-418,2025-12-24_17-07-45
238,-29,2025-12-24_17-07-45
239,-1,2025-12-24_17-07-45
240,0,2025-12-24_17-07-45
241,25,2025-12-24_17-07-45
243,-1,2025-12-24_17-07-45
244,0,2025-12-24_17-07-45
245,1,2025-12-24_17-07-45
246,7,2025-12-24_17-07-45
247,0,2025-12-24_17-07-45
248,0,2025-12-24_17-07-45
249,-850,2025-12-24_17-07-45
250,-2,2025-12-24_17-07-45
251,0,2025-12-24_17-07-45
252,-375,2025-12-24_17-07-45
453,-3,2025-12-24_17-07-45
672,0,2025-12-24_17-07-45
743,0,2025-12-24_17-07-45
253,-173,2025-12-24_17-07-45
254,1,2025-12-24_17-07-45
255,0,2025-12-24_17-07-45
256,-1039,2025-12-24_17-07-45
257,-308,2025-12-24_17-07-45
258,-75,2025-12-24_17-07-45
259,-1,2025-12-24_17-07-45
260,38,2025-12-24_17-07-45
261,-863,2025-12-24_17-07-45
262,-1,2025-12-24_17-07-45
263,10,2025-12-24_17-07-45
264,0,2025-12-24_17-07-45
265,-1,2025-12-24_17-07-45
267,-110,2025-12-24_17-07-45
268,0,2025-12-24_17-07-45
269,-6,2025-12-24_17-07-45
270,8,2025-12-24_17-07-45
271,-6,2025-12-24_17-07-45
272,0,2025-12-24_17-07-45
273,57,2025-12-24_17-07-45
274,4,2025-12-24_17-07-45
275,2,2025-12-24_17-07-45
276,133,2025-12-24_17-07-45
277,0,2025-12-24_17-07-45
278,0,2025-12-24_17-07-45
279,0,2025-12-24_17-07-45
280,0,2025-12-24_17-07-45
281,0,2025-12-24_17-07-45
282,0,2025-12-24_17-07-45
283,-1338,2025-12-24_17-07-45
284,-102,2025-12-24_17-07-45
285,-1,2025-12-24_17-07-45
286,4,2025-12-24_17-07-45
690,-10,2025-12-24_17-07-45
712,-4,2025-12-24_17-07-45
723,0,2025-12-24_17-07-45
732,1,2025-12-24_17-07-45
762,2,2025-12-24_17-07-45
242,-951,2025-12-24_17-07-45
287,268,2025-12-24_17-07-45
288,-2,2025-12-24_17-07-45
289,-1,2025-12-24_17-07-45
290,-1,2025-12-24_17-07-45
291,414,2025-12-24_17-07-45
292,42,2025-12-24_17-07-45
293,35,2025-12-24_17-07-45
294,0,2025-12-24_17-07-45
295,1289,2025-12-24_17-07-45
296,0,2025-12-24_17-07-45
297,7,2025-12-24_17-07-45
298,1,2025-12-24_17-07-45
299,-474,2025-12-24_17-07-45
300,15,2025-12-24_17-07-45
301,21,2025-12-24_17-07-45
302,-2,2025-12-24_17-07-45
303,86,2025-12-24_17-07-45
304,3,2025-12-24_17-07-45
305,-1,2025-12-24_17-07-45
306,0,2025-12-24_17-07-45
307,3,2025-12-24_17-07-45
308,0,2025-12-24_17-07-45
309,0,2025-12-24_17-07-45
310,42,2025-12-24_17-07-45
311,-24,2025-12-24_17-07-45
312,0,2025-12-24_17-07-45
313,-2,2025-12-24_17-07-45
419,539,2025-12-24_17-07-45
630,-10,2025-12-24_17-07-45
667,0,2025-12-24_17-07-45
704,0,2025-12-24_17-07-45
705,-2,2025-12-24_17-07-45
707,-1,2025-12-24_17-07-45
728,1,2025-12-24_17-07-45
314,-6,2025-12-24_17-07-45
315,0,2025-12-24_17-07-45
316,97,2025-12-24_17-07-45
317,127,2025-12-24_17-07-45
318,-34,2025-12-24_17-07-45
319,0,2025-12-24_17-07-45
320,1,2025-12-24_17-07-45
321,1,2025-12-24_17-07-45
322,94,2025-12-24_17-07-45
323,2,2025-12-24_17-07-45
324,-71,2025-12-24_17-07-45
325,82,2025-12-24_17-07-45
326,-2,2025-12-24_17-07-45
327,0,2025-12-24_17-07-45
328,-19,2025-12-24_17-07-45
329,-553,2025-12-24_17-07-45
330,3,2025-12-24_17-07-45
331,0,2025-12-24_17-07-45
332,4,2025-12-24_17-07-45
333,0,2025-12-24_17-07-45
334,0,2025-12-24_17-07-45
335,-43,2025-12-24_17-07-45
336,-4,2025-12-24_17-07-45
337,-170,2025-12-24_17-07-45
338,-6,2025-12-24_17-07-45
664,-5,2025-12-24_17-07-45
727,-41,2025-12-24_17-07-45
731,18,2025-12-24_17-07-45
737,-4,2025-12-24_17-07-45
770,10,2025-12-24_17-07-45
339,-5,2025-12-24_17-07-45
340,-2,2025-12-24_17-07-45
341,14,2025-12-24_17-07-45
342,2,2025-12-24_17-07-45
343,4,2025-12-24_17-07-45
344,82,2025-12-24_17-07-45
345,3,2025-12-24_17-07-45
346,-4,2025-12-24_17-07-45
347,122,2025-12-24_17-07-45
348,2,2025-12-24_17-07-45
349,0,2025-12-24_17-07-45
350,7,2025-12-24_17-07-45
351,-1,2025-12-24_17-07-45
352,-1,2025-12-24_17-07-45
353,-1,2025-12-24_17-07-45
354,37,2025-12-24_17-07-45
355,0,2025-12-24_17-07-45
356,8,2025-12-24_17-07-45
357,0,2025-12-24_17-07-45
358,17,2025-12-24_17-07-45
359,0,2025-12-24_17-07-45
360,0,2025-12-24_17-07-45
361,-1,2025-12-24_17-07-45
362,0,2025-12-24_17-07-45
363,-5,2025-12-24_17-07-45
364,0,2025-12-24_17-07-45
365,-41,2025-12-24_17-07-45
493,-15,2025-12-24_17-07-45
660,643,2025-12-24_17-07-45
665,-1,2025-12-24_17-07-45
691,1503,2025-12-24_17-07-45
698,7,2025-12-24_17-07-45
706,2,2025-12-24_17-07-45
741,-4,2025-12-24_17-07-45
366,208,2025-12-24_17-07-45
367,-11,2025-12-24_17-07-45
368,-7,2025-12-24_17-07-45
369,0,2025-12-24_17-07-45
370,359,2025-12-24_17-07-45
371,69,2025-12-24_17-07-45
372,-9,2025-12-24_17-07-45
373,748,2025-12-24_17-07-45
374,309,2025-12-24_17-07-45
375,-20,2025-12-24_17-07-45
376,-8,2025-12-24_17-07-45
377,0,2025-12-24_17-07-45
378,-11,2025-12-24_17-07-45
379,-2,2025-12-24_17-07-45
380,-8,2025-12-24_17-07-45
381,-309,2025-12-24_17-07-45
382,1884,2025-12-24_17-07-45
383,0,2025-12-24_17-07-45
384,-222,2025-12-24_17-07-45
385,41,2025-12-24_17-07-45
386,151,2025-12-24_17-07-45
387,-754,2025-12-24_17-07-45
388,55,2025-12-24_17-07-45
390,712,2025-12-24_17-07-45
392,0,2025-12-24_17-07-45
393,0,2025-12-24_17-07-45
394,0,2025-12-24_17-07-45
395,0,2025-12-24_17-07-45
396,-5,2025-12-24_17-07-45
397,0,2025-12-24_17-07-45
398,1,2025-12-24_17-07-45
499,-161,2025-12-24_17-07-45
661,6674,2025-12-24_17-07-45
686,37,2025-12-24_17-07-45
692,0,2025-12-24_17-07-45
746,1,2025-12-24_17-07-45
760,0,2025-12-24_17-07-45
182,-7,2025-12-24_17-07-45
399,-8,2025-12-24_17-07-45
400,-2,2025-12-24_17-07-45
401,-2,2025-12-24_17-07-45
402,-61,2025-12-24_17-07-45
403,264,2025-12-24_17-07-45
404,-4,2025-12-24_17-07-45
405,-8,2025-12-24_17-07-45
406,-2,2025-12-24_17-07-45
407,237,2025-12-24_17-07-45
408,186,2025-12-24_17-07-45
409,-11,2025-12-24_17-07-45
410,-15,2025-12-24_17-07-45
411,294,2025-12-24_17-07-45
412,0,2025-12-24_17-07-45
413,-29,2025-12-24_17-07-45
414,1711,2025-12-24_17-07-45
415,-7,2025-12-24_17-07-45
416,12,2025-12-24_17-07-45
417,804,2025-12-24_17-07-45
418,-621,2025-12-24_17-07-45
420,0,2025-12-24_17-07-45
421,-3,2025-12-24_17-07-45
422,0,2025-12-24_17-07-45
423,4,2025-12-24_17-07-45
424,-5,2025-12-24_17-07-45
425,0,2025-12-24_17-07-45
427,129,2025-12-24_17-07-45
428,-1,2025-12-24_17-07-45
429,0,2025-12-24_17-07-45
430,266,2025-12-24_17-07-45
736,26,2025-12-24_17-07-45
739,0,2025-12-24_17-07-45
740,-1,2025-12-24_17-07-45
742,-1,2025-12-24_17-07-45
763,-1,2025-12-24_17-07-45
764,0,2025-12-24_17-07-45
119,-1529,2025-12-24_17-07-45
431,-3,2025-12-24_17-07-45
432,0,2025-12-24_17-07-45
433,0,2025-12-24_17-07-45
434,-3,2025-12-24_17-07-45
435,-1,2025-12-24_17-07-45
436,-101,2025-12-24_17-07-45
437,31,2025-12-24_17-07-45
438,-4,2025-12-24_17-07-45
439,0,2025-12-24_17-07-45
440,33,2025-12-24_17-07-45
441,24,2025-12-24_17-07-45
442,-13,2025-12-24_17-07-45
443,-9,2025-12-24_17-07-45
444,-14,2025-12-24_17-07-45
445,0,2025-12-24_17-07-45
446,1,2025-12-24_17-07-45
447,110,2025-12-24_17-07-45
448,-5,2025-12-24_17-07-45
449,-11856,2025-12-24_17-07-45
450,3124,2025-12-24_17-07-45
451,0,2025-12-24_17-07-45
452,-83,2025-12-24_17-07-45
454,-1,2025-12-24_17-07-45
455,164,2025-12-24_17-07-45
457,69,2025-12-24_17-07-45
458,-33,2025-12-24_17-07-45
459,0,2025-12-24_17-07-45
460,-1,2025-12-24_17-07-45
461,0,2025-12-24_17-07-45
462,10,2025-12-24_17-07-45
463,1,2025-12-24_17-07-45
464,0,2025-12-24_17-07-45
465,-2,2025-12-24_17-07-45
466,-22,2025-12-24_17-07-45
467,87,2025-12-24_17-07-45
468,0,2025-12-24_17-07-45
681,7,2025-12-24_17-07-45
733,-55,2025-12-24_17-07-45
755,4,2025-12-24_17-07-45
769,0,2025-12-24_17-07-45
52,7,2025-12-24_17-07-45
135,-24,2025-12-24_17-07-45
469,-171,2025-12-24_17-07-45
471,-3,2025-12-24_17-07-45
472,0,2025-12-24_17-07-45
473,38,2025-12-24_17-07-45
474,-20,2025-12-24_17-07-45
475,-14,2025-12-24_17-07-45
476,-706,2025-12-24_17-07-45
477,-242,2025-12-24_17-07-45
478,-34,2025-12-24_17-07-45
479,0,2025-12-24_17-07-45
480,-3,2025-12-24_17-07-45
481,-1,2025-12-24_17-07-45
482,-4,2025-12-24_17-07-45
483,-5,2025-12-24_17-07-45
484,-2,2025-12-24_17-07-45
485,943,2025-12-24_17-07-45
