player_id,net_transfers_delta,timestamp
1,323,2025-12-22_13-48-26
2,-31,2025-12-22_13-48-26
3,-25,2025-12-22_13-48-26
4,11,2025-12-22_13-48-26
5,-3327,2025-12-22_13-48-26
6,2237,2025-12-22_13-48-26
7,1828,2025-12-22_13-48-26
8,4804,2025-12-22_13-48-26
9,0,2025-12-22_13-48-26
10,-552,2025-12-22_13-48-26
11,-2335,2025-12-22_13-48-26
13,-3,2025-12-22_13-48-26
14,-8,2025-12-22_13-48-26
15,0,2025-12-22_13-48-26
16,-1838,2025-12-22_13-48-26
17,96,2025-12-22_13-48-26
18,-293,2025-12-22_13-48-26
19,-158,2025-12-22_13-48-26
20,474,2025-12-22_13-48-26
21,21038,2025-12-22_13-48-26
22,-3577,2025-12-22_13-48-26
23,0,2025-12-22_13-48-26
24,-5,2025-12-22_13-48-26
25,-11,2025-12-22_13-48-26
26,-310,2025-12-22_13-48-26
28,-7,2025-12-22_13-48-26
29,-5,2025-12-22_13-48-26
30,-13,2025-12-22_13-48-26
31,-157,2025-12-22_13-48-26
266,-13574,2025-12-22_13-48-26
662,-38,2025-12-22_13-48-26
666,-1010,2025-12-22_13-48-26
700,-166,2025-12-22_13-48-26
711,-2,2025-12-22_13-48-26
725,1186,2025-12-22_13-48-26
759,1,2025-12-22_13-48-26
32,181,2025-12-22_13-48-26
33,-36,2025-12-22_13-48-26
34,-8,2025-12-22_13-48-26
35,-1,2025-12-22_13-48-26
36,-1222,2025-12-22_13-48-26
37,-443,2025-12-22_13-48-26
38,-529,2025-12-22_13-48-26
39,154,2025-12-22_13-48-26
40,-70,2025-12-22_13-48-26
41,-332,2025-12-22_13-48-26
42,-13,2025-12-22_13-48-26
43,-258,2025-12-22_13-48-26
44,-46,2025-12-22_13-48-26
45,-18,2025-12-22_13-48-26
46,-5,2025-12-22_13-48-26
47,75981,2025-12-22_13-48-26
48,149,2025-12-22_13-48-26
49,-5,2025-12-22_13-48-26
50,-400,2025-12-22_13-48-26
51,0,2025-12-22_13-48-26
53,-455,2025-12-22_13-48-26
54,342,2025-12-22_13-48-26
55,-10,2025-12-22_13-48-26
56,0,2025-12-22_13-48-26
57,-2,2025-12-22_13-48-26
58,135,2025-12-22_13-48-26
59,211,2025-12-22_13-48-26
60,-7,2025-12-22_13-48-26
61,-10,2025-12-22_13-48-26
62,-1,2025-12-22_13-48-26
63,92,2025-12-22_13-48-26
64,-2728,2025-12-22_13-48-26
65,-25,2025-12-22_13-48-26
389,-65,2025-12-22_13-48-26
456,30,2025-12-22_13-48-26
677,-26,2025-12-22_13-48-26
688,-19,2025-12-22_13-48-26
701,-8,2025-12-22_13-48-26
702,-2,2025-12-22_13-48-26
703,336,2025-12-22_13-48-26
710,-24,2025-12-22_13-48-26
719,62,2025-12-22_13-48-26
754,0,2025-12-22_13-48-26
757,0,2025-12-22_13-48-26
768,3,2025-12-22_13-48-26
183,-2,2025-12-22_13-48-26
184,-23,2025-12-22_13-48-26
185,21,2025-12-22_13-48-26
186,-2,2025-12-22_13-48-26
187,23,2025-12-22_13-48-26
188,1,2025-12-22_13-48-26
189,-1,2025-12-22_13-48-26
190,55,2025-12-22_13-48-26
191,-3648,2025-12-22_13-48-26
192,-150,2025-12-22_13-48-26
193,-7,2025-12-22_13-48-26
194,-3,2025-12-22_13-48-26
195,1,2025-12-22_13-48-26
196,-2,2025-12-22_13-48-26
197,121,2025-12-22_13-48-26
198,-427,2025-12-22_13-48-26
199,11,2025-12-22_13-48-26
200,-697,2025-12-22_13-48-26
201,0,2025-12-22_13-48-26
202,5,2025-12-22_13-48-26
203,3,2025-12-22_13-48-26
204,-1,2025-12-22_13-48-26
205,-241,2025-12-22_13-48-26
206,19,2025-12-22_13-48-26
207,-16,2025-12-22_13-48-26
208,0,2025-12-22_13-48-26
209,3,2025-12-22_13-48-26
210,-1,2025-12-22_13-48-26
211,-212,2025-12-22_13-48-26
212,-1,2025-12-22_13-48-26
213,10,2025-12-22_13-48-26
214,32,2025-12-22_13-48-26
215,-306,2025-12-22_13-48-26
216,-1,2025-12-22_13-48-26
217,-604,2025-12-22_13-48-26
218,-115,2025-12-22_13-48-26
219,-16,2025-12-22_13-48-26
470,-202,2025-12-22_13-48-26
676,20,2025-12-22_13-48-26
680,172,2025-12-22_13-48-26
722,-13,2025-12-22_13-48-26
66,-6,2025-12-22_13-48-26
67,-783,2025-12-22_13-48-26
68,-43,2025-12-22_13-48-26
69,-2,2025-12-22_13-48-26
70,-7,2025-12-22_13-48-26
71,0,2025-12-22_13-48-26
72,134,2025-12-22_13-48-26
73,-21,2025-12-22_13-48-26
74,-166,2025-12-22_13-48-26
75,-10,2025-12-22_13-48-26
76,-6,2025-12-22_13-48-26
77,-53,2025-12-22_13-48-26
78,2,2025-12-22_13-48-26
79,-10,2025-12-22_13-48-26
80,5,2025-12-22_13-48-26
81,-96,2025-12-22_13-48-26
82,17899,2025-12-22_13-48-26
84,777,2025-12-22_13-48-26
85,-224,2025-12-22_13-48-26
86,28,2025-12-22_13-48-26
87,10,2025-12-22_13-48-26
88,10,2025-12-22_13-48-26
89,-1,2025-12-22_13-48-26
90,-39,2025-12-22_13-48-26
91,0,2025-12-22_13-48-26
92,-5,2025-12-22_13-48-26
93,-40,2025-12-22_13-48-26
94,-3,2025-12-22_13-48-26
95,-10,2025-12-22_13-48-26
96,-5,2025-12-22_13-48-26
97,-1331,2025-12-22_13-48-26
98,-10,2025-12-22_13-48-26
99,-9,2025-12-22_13-48-26
100,-1416,2025-12-22_13-48-26
391,-3,2025-12-22_13-48-26
685,-58,2025-12-22_13-48-26
687,-1,2025-12-22_13-48-26
697,-9,2025-12-22_13-48-26
