player_id,net_transfers_delta,timestamp
1,-48,2025-12-22_15-01-37
2,-9,2025-12-22_15-01-37
3,-3,2025-12-22_15-01-37
4,4,2025-12-22_15-01-37
5,-479,2025-12-22_15-01-37
6,305,2025-12-22_15-01-37
7,219,2025-12-22_15-01-37
8,708,2025-12-22_15-01-37
9,0,2025-12-22_15-01-37
10,-87,2025-12-22_15-01-37
11,-298,2025-12-22_15-01-37
13,-4,2025-12-22_15-01-37
14,0,2025-12-22_15-01-37
15,-3,2025-12-22_15-01-37
16,-354,2025-12-22_15-01-37
17,25,2025-12-22_15-01-37
18,-44,2025-12-22_15-01-37
19,-18,2025-12-22_15-01-37
20,86,2025-12-22_15-01-37
21,2756,2025-12-22_15-01-37
22,-428,2025-12-22_15-01-37
23,0,2025-12-22_15-01-37
24,-3,2025-12-22_15-01-37
25,-3,2025-12-22_15-01-37
26,-28,2025-12-22_15-01-37
28,-1,2025-12-22_15-01-37
29,-1,2025-12-22_15-01-37
30,-1,2025-12-22_15-01-37
31,-13,2025-12-22_15-01-37
266,-1658,2025-12-22_15-01-37
662,-8,2025-12-22_15-01-37
666,-141,2025-12-22_15-01-37
700,-9,2025-12-22_15-01-37
711,0,2025-12-22_15-01-37
725,168,2025-12-22_15-01-37
759,1,2025-12-22_15-01-37
32,15,2025-12-22_15-01-37
33,-5,2025-12-22_15-01-37
34,-3,2025-12-22_15-01-37
35,0,2025-12-22_15-01-37
36,-124,2025-12-22_15-01-37
37,-51,2025-12-22_15-01-37
38,-53,2025-12-22_15-01-37
39,7,2025-12-22_15-01-37
40,-11,2025-12-22_15-01-37
41,-37,2025-12-22_15-01-37
42,-2,2025-12-22_15-01-37
43,-44,2025-12-22_15-01-37
44,-12,2025-12-22_15-01-37
45,-1,2025-12-22_15-01-37
46,-1,2025-12-22_15-01-37
47,8852,2025-12-22_15-01-37
48,26,2025-12-22_15-01-37
49,0,2025-12-22_15-01-37
50,-54,2025-12-22_15-01-37
51,-1,2025-12-22_15-01-37
53,-39,2025-12-22_15-01-37
54,21,2025-12-22_15-01-37
55,0,2025-12-22_15-01-37
56,0,2025-12-22_15-01-37
57,0,2025-12-22_15-01-37
58,33,2025-12-22_15-01-37
59,38,2025-12-22_15-01-37
60,1,2025-12-22_15-01-37
61,-2,2025-12-22_15-01-37
62,-1,2025-12-22_15-01-37
63,6,2025-12-22_15-01-37
64,-295,2025-12-22_15-01-37
65,-3,2025-12-22_15-01-37
389,-5,2025-12-22_15-01-37
456,3,2025-12-22_15-01-37
677,-5,2025-12-22_15-01-37
688,3,2025-12-22_15-01-37
701,-1,2025-12-22_15-01-37
702,-1,2025-12-22_15-01-37
703,39,2025-12-22_15-01-37
710,-5,2025-12-22_15-01-37
719,8,2025-12-22_15-01-37
754,0,2025-12-22_15-01-37
