player_id,net_transfers_delta,price_change,timestamp
1,-34,0.0,2025-12-27_06-58-11
2,-2,0.0,2025-12-27_06-58-11
3,0,0.0,2025-12-27_06-58-11
4,2,0.0,2025-12-27_06-58-11
5,-112,0.0,2025-12-27_06-58-11
6,57,0.0,2025-12-27_06-58-11
7,35,0.0,2025-12-27_06-58-11
8,76,0.0,2025-12-27_06-58-11
9,0,0.0,2025-12-27_06-58-11
10,-19,0.0,2025-12-27_06-58-11
11,-82,0.0,2025-12-27_06-58-11
13,0,0.0,2025-12-27_06-58-11
14,0,0.0,2025-12-27_06-58-11
15,0,0.0,2025-12-27_06-58-11
16,-66,0.0,2025-12-27_06-58-11
17,-2,0.0,2025-12-27_06-58-11
18,3,0.0,2025-12-27_06-58-11
19,-16,0.0,2025-12-27_06-58-11
20,2,0.0,2025-12-27_06-58-11
21,503,0.0,2025-12-27_06-58-11
22,-89,0.0,2025-12-27_06-58-11
23,0,0.0,2025-12-27_06-58-11
24,0,0.0,2025-12-27_06-58-11
25,0,0.0,2025-12-27_06-58-11
26,-14,0.0,2025-12-27_06-58-11
28,0,0.0,2025-12-27_06-58-11
29,0,0.0,2025-12-27_06-58-11
30,0,0.0,2025-12-27_06-58-11
31,1,0.0,2025-12-27_06-58-11
266,-249,0.0,2025-12-27_06-58-11
662,-2,0.0,2025-12-27_06-58-11
666,-34,0.0,2025-12-27_06-58-11
700,-5,0.0,2025-12-27_06-58-11
711,0,0.0,2025-12-27_06-58-11
725,-104,0.0,2025-12-27_06-58-11
759,0,0.0,2025-12-27_06-58-11
32,-5,0.0,2025-12-27_06-58-11
33,-4,0.0,2025-12-27_06-58-11
34,0,0.0,2025-12-27_06-58-11
35,0,0.0,2025-12-27_06-58-11
36,-194,0.0,2025-12-27_06-58-11
37,-14,0.0,2025-12-27_06-58-11
38,-38,0.0,2025-12-27_06-58-11
39,0,0.0,2025-12-27_06-58-11
40,-3,0.0,2025-12-27_06-58-11
41,-24,0.0,2025-12-27_06-58-11
42,1,0.0,2025-12-27_06-58-11
43,-6,0.0,2025-12-27_06-58-11
44,-6,0.0,2025-12-27_06-58-11
45,-1,0.0,2025-12-27_06-58-11
46,-1,0.0,2025-12-27_06-58-11
47,1441,0.0,2025-12-27_06-58-11
48,7,0.0,2025-12-27_06-58-11
49,0,0.0,2025-12-27_06-58-11
50,-6,0.0,2025-12-27_06-58-11
51,0,0.0,2025-12-27_06-58-11
53,-11,0.0,2025-12-27_06-58-11
54,7,0.0,2025-12-27_06-58-11
55,-1,0.0,2025-12-27_06-58-11
56,0,0.0,2025-12-27_06-58-11
57,0,0.0,2025-12-27_06-58-11
58,17,0.0,2025-12-27_06-58-11
59,10,0.0,2025-12-27_06-58-11
60,2,0.0,2025-12-27_06-58-11
61,0,0.0,2025-12-27_06-58-11
62,2,0.0,2025-12-27_06-58-11
63,9,0.0,2025-12-27_06-58-11
64,-28,0.0,2025-12-27_06-58-11
65,0,0.0,2025-12-27_06-58-11
389,-4,0.0,2025-12-27_06-58-11
456,1,0.0,2025-12-27_06-58-11
677,0,0.0,2025-12-27_06-58-11
688,0,0.0,2025-12-27_06-58-11
701,0,0.0,2025-12-27_06-58-11
702,0,0.0,2025-12-27_06-58-11
703,12,0.0,2025-12-27_06-58-11
710,-1,0.0,2025-12-27_06-58-11
719,1,0.0,2025-12-27_06-58-11
754,0,0.0,2025-12-27_06-58-11
757,-1,0.0,2025-12-27_06-58-11
768,0,0.0,2025-12-27_06-58-11
183,0,0.0,2025-12-27_06-58-11
184,0,0.0,2025-12-27_06-58-11
185,-3,0.0,2025-12-27_06-58-11
186,0,0.0,2025-12-27_06-58-11
187,-2,0.0,2025-12-27_06-58-11
188,-3,0.0,2025-12-27_06-58-11
189,0,0.0,2025-12-27_06-58-11
190,-1,0.0,2025-12-27_06-58-11
191,-244,0.0,2025-12-27_06-58-11
192,-15,0.0,2025-12-27_06-58-11
193,-1,0.0,2025-12-27_06-58-11
194,0,0.0,2025-12-27_06-58-11
195,-2,0.0,2025-12-27_06-58-11
196,0,0.0,2025-12-27_06-58-11
197,-5,0.0,2025-12-27_06-58-11
198,-24,0.0,2025-12-27_06-58-11
199,-2,0.0,2025-12-27_06-58-11
200,-19,0.0,2025-12-27_06-58-11
201,0,0.0,2025-12-27_06-58-11
202,0,0.0,2025-12-27_06-58-11
203,0,0.0,2025-12-27_06-58-11
204,0,0.0,2025-12-27_06-58-11
205,-2,0.0,2025-12-27_06-58-11
206,-2,0.0,2025-12-27_06-58-11
207,-3,0.0,2025-12-27_06-58-11
208,0,0.0,2025-12-27_06-58-11
209,0,0.0,2025-12-27_06-58-11
210,0,0.0,2025-12-27_06-58-11
211,-5,0.0,2025-12-27_06-58-11
212,0,0.0,2025-12-27_06-58-11
213,0,0.0,2025-12-27_06-58-11
214,-1,0.0,2025-12-27_06-58-11
215,2,0.0,2025-12-27_06-58-11
216,0,0.0,2025-12-27_06-58-11
217,-20,0.0,2025-12-27_06-58-11
218,-6,0.0,2025-12-27_06-58-11
219,0,0.0,2025-12-27_06-58-11
470,-30,0.0,2025-12-27_06-58-11
676,7,0.0,2025-12-27_06-58-11
680,11,0.0,2025-12-27_06-58-11
722,0,0.0,2025-12-27_06-58-11
66,-1,0.0,2025-12-27_06-58-11
67,-66,0.0,2025-12-27_06-58-11
68,-5,0.0,2025-12-27_06-58-11
69,2,0.0,2025-12-27_06-58-11
70,0,0.0,2025-12-27_06-58-11
71,0,0.0,2025-12-27_06-58-11
72,-149,0.0,2025-12-27_06-58-11
73,0,0.0,2025-12-27_06-58-11
74,-51,0.0,2025-12-27_06-58-11
75,-1,0.0,2025-12-27_06-58-11
76,-1,0.0,2025-12-27_06-58-11
77,-6,0.0,2025-12-27_06-58-11
78,-1,0.0,2025-12-27_06-58-11
79,-1,0.0,2025-12-27_06-58-11
80,1,0.0,2025-12-27_06-58-11
81,-11,0.0,2025-12-27_06-58-11
82,188,0.0,2025-12-27_06-58-11
84,28,0.0,2025-12-27_06-58-11
85,-10,0.0,2025-12-27_06-58-11
86,2,0.0,2025-12-27_06-58-11
87,2,0.0,2025-12-27_06-58-11
88,-1,0.0,2025-12-27_06-58-11
89,0,0.0,2025-12-27_06-58-11
90,-3,0.0,2025-12-27_06-58-11
91,0,0.0,2025-12-27_06-58-11
92,0,0.0,2025-12-27_06-58-11
93,-1,0.0,2025-12-27_06-58-11
94,0,0.0,2025-12-27_06-58-11
95,0,0.0,2025-12-27_06-58-11
96,0,0.0,2025-12-27_06-58-11
97,-36,0.0,2025-12-27_06-58-11
98,0,0.0,2025-12-27_06-58-11
99,0,0.0,2025-12-27_06-58-11
100,-11,0.0,2025-12-27_06-58-11
391,-1,0.0,2025-12-27_06-58-11
685,-6,0.0,2025-12-27_06-58-11
687,0,0.0,2025-12-27_06-58-11
697,0,0.0,2025-12-27_06-58-11
713,0,0.0,2025-12-27_06-58-11
721,0,0.0,2025-12-27_06-58-11
756,0,0.0,2025-12-27_06-58-11
27,-1,0.0,2025-12-27_06-58-11
83,-37,0.0,2025-12-27_06-58-11
101,9,0.0,2025-12-27_06-58-11
102,2,0.0,2025-12-27_06-58-11
103,1,0.0,2025-12-27_06-58-11
104,0,0.0,2025-12-27_06-58-11
105,-2,0.0,2025-12-27_06-58-11
106,-18,0.0,2025-12-27_06-58-11
107,63,0.0,2025-12-27_06-58-11
108,0,0.0,2025-12-27_06-58-11
109,-2,0.0,2025-12-27_06-58-11
110,-12,0.0,2025-12-27_06-58-11
111,0,0.0,2025-12-27_06-58-11
112,0,0.0,2025-12-27_06-58-11
113,-16,0.0,2025-12-27_06-58-11
114,1,0.0,2025-12-27_06-58-11
115,0,0.0,2025-12-27_06-58-11
116,-5,0.0,2025-12-27_06-58-11
117,0,0.0,2025-12-27_06-58-11
118,0,0.0,2025-12-27_06-58-11
120,-2,0.0,2025-12-27_06-58-11
121,2,0.0,2025-12-27_06-58-11
122,0,0.0,2025-12-27_06-58-11
123,-6,0.0,2025-12-27_06-58-11
124,6,0.0,2025-12-27_06-58-11
125,0,0.0,2025-12-27_06-58-11
126,0,0.0,2025-12-27_06-58-11
127,-1,0.0,2025-12-27_06-58-11
128,0,0.0,2025-12-27_06-58-11
129,-1,0.0,2025-12-27_06-58-11
130,0,0.0,2025-12-27_06-58-11
131,-1,0.0,2025-12-27_06-58-11
132,0,0.0,2025-12-27_06-58-11
133,0,0.0,2025-12-27_06-58-11
134,0,0.0,2025-12-27_06-58-11
136,-570,0.0,2025-12-27_06-58-11
137,3,0.0,2025-12-27_06-58-11
748,0,0.0,2025-12-27_06-58-11
138,0,0.0,2025-12-27_06-58-11
139,82,0.0,2025-12-27_06-58-11
140,1,0.0,2025-12-27_06-58-11
141,0,0.0,2025-12-27_06-58-11
142,0,0.0,2025-12-27_06-58-11
143,0,0.0,2025-12-27_06-58-11
144,0,0.0,2025-12-27_06-58-11
145,42,0.0,2025-12-27_06-58-11
146,4,0.0,2025-12-27_06-58-11
147,0,0.0,2025-12-27_06-58-11
148,4,0.0,2025-12-27_06-58-11
150,0,0.0,2025-12-27_06-58-11
151,-173,0.0,2025-12-27_06-58-11
152,0,0.0,2025-12-27_06-58-11
153,0,0.0,2025-12-27_06-58-11
154,0,0.0,2025-12-27_06-58-11
155,-1,0.0,2025-12-27_06-58-11
156,0,0.0,2025-12-27_06-58-11
157,12,0.0,2025-12-27_06-58-11
158,11,0.0,2025-12-27_06-58-11
159,0,0.0,2025-12-27_06-58-11
160,77,0.0,2025-12-27_06-58-11
161,0,0.0,2025-12-27_06-58-11
162,1,0.0,2025-12-27_06-58-11
163,0,0.0,2025-12-27_06-58-11
164,0,0.0,2025-12-27_06-58-11
165,0,0.0,2025-12-27_06-58-11
166,3,0.0,2025-12-27_06-58-11
167,-35,0.0,2025-12-27_06-58-11
169,2,0.0,2025-12-27_06-58-11
170,1,0.0,2025-12-27_06-58-11
171,0,0.0,2025-12-27_06-58-11
172,0,0.0,2025-12-27_06-58-11
173,-13,0.0,2025-12-27_06-58-11
174,0,0.0,2025-12-27_06-58-11
175,-1,0.0,2025-12-27_06-58-11
176,0,0.0,2025-12-27_06-58-11
177,0,0.0,2025-12-27_06-58-11
178,-300,0.0,2025-12-27_06-58-11
179,0,0.0,2025-12-27_06-58-11
180,-3,0.0,2025-12-27_06-58-11
181,-1,0.0,2025-12-27_06-58-11
744,0,0.0,2025-12-27_06-58-11
761,0,0.0,2025-12-27_06-58-11
168,0,0.0,2025-12-27_06-58-11
220,18,0.0,2025-12-27_06-58-11
221,2,0.0,2025-12-27_06-58-11
222,0,0.0,2025-12-27_06-58-11
223,0,0.0,2025-12-27_06-58-11
224,-79,0.0,2025-12-27_06-58-11
225,111,0.0,2025-12-27_06-58-11
226,183,0.0,2025-12-27_06-58-11
227,0,0.0,2025-12-27_06-58-11
228,16,0.0,2025-12-27_06-58-11
229,0,0.0,2025-12-27_06-58-11
230,4,0.0,2025-12-27_06-58-11
231,0,0.0,2025-12-27_06-58-11
