player_id,net_transfers_delta,price_change,timestamp
1,-205,0.0,2025-12-26_08-55-18
2,-15,0.0,2025-12-26_08-55-18
3,-5,0.0,2025-12-26_08-55-18
4,16,0.0,2025-12-26_08-55-18
5,-690,0.0,2025-12-26_08-55-18
6,1280,0.0,2025-12-26_08-55-18
7,1346,0.0,2025-12-26_08-55-18
8,1550,0.0,2025-12-26_08-55-18
9,0,0.0,2025-12-26_08-55-18
10,-216,0.0,2025-12-26_08-55-18
11,-1181,0.0,2025-12-26_08-55-18
13,18,0.0,2025-12-26_08-55-18
14,0,0.0,2025-12-26_08-55-18
15,-2,0.0,2025-12-26_08-55-18
16,-1115,0.0,2025-12-26_08-55-18
17,3,0.0,2025-12-26_08-55-18
18,-128,0.0,2025-12-26_08-55-18
19,-187,0.0,2025-12-26_08-55-18
20,526,0.0,2025-12-26_08-55-18
21,7900,0.0,2025-12-26_08-55-18
22,-1276,0.0,2025-12-26_08-55-18
23,0,0.0,2025-12-26_08-55-18
24,-3,0.0,2025-12-26_08-55-18
25,0,0.0,2025-12-26_08-55-18
26,-28,0.0,2025-12-26_08-55-18
28,-1,0.0,2025-12-26_08-55-18
29,-1,0.0,2025-12-26_08-55-18
30,-2,0.0,2025-12-26_08-55-18
31,-14,0.0,2025-12-26_08-55-18
266,-4738,0.0,2025-12-26_08-55-18
662,-8,0.0,2025-12-26_08-55-18
666,-333,0.0,2025-12-26_08-55-18
700,-22,0.0,2025-12-26_08-55-18
711,1,0.0,2025-12-26_08-55-18
725,-1621,0.0,2025-12-26_08-55-18
759,1,0.0,2025-12-26_08-55-18
32,11,0.0,2025-12-26_08-55-18
33,-17,0.0,2025-12-26_08-55-18
34,-3,0.0,2025-12-26_08-55-18
35,0,0.0,2025-12-26_08-55-18
36,-1235,0.0,2025-12-26_08-55-18
37,-214,0.0,2025-12-26_08-55-18
38,-383,0.0,2025-12-26_08-55-18
39,10,0.0,2025-12-26_08-55-18
40,-33,0.0,2025-12-26_08-55-18
41,-96,0.0,2025-12-26_08-55-18
42,-4,0.0,2025-12-26_08-55-18
43,-108,0.0,2025-12-26_08-55-18
44,-13,0.0,2025-12-26_08-55-18
45,-3,0.0,2025-12-26_08-55-18
46,-3,0.0,2025-12-26_08-55-18
47,13474,0.0,2025-12-26_08-55-18
48,-4,0.0,2025-12-26_08-55-18
49,0,0.0,2025-12-26_08-55-18
50,-94,0.0,2025-12-26_08-55-18
51,-1,0.0,2025-12-26_08-55-18
53,-143,0.0,2025-12-26_08-55-18
54,100,0.0,2025-12-26_08-55-18
55,-2,0.0,2025-12-26_08-55-18
56,0,0.0,2025-12-26_08-55-18
57,0,0.0,2025-12-26_08-55-18
58,148,0.0,2025-12-26_08-55-18
59,78,0.0,2025-12-26_08-55-18
60,11,0.0,2025-12-26_08-55-18
61,-1,0.0,2025-12-26_08-55-18
62,0,0.0,2025-12-26_08-55-18
63,51,0.0,2025-12-26_08-55-18
64,-946,0.0,2025-12-26_08-55-18
65,-6,0.0,2025-12-26_08-55-18
389,-14,0.0,2025-12-26_08-55-18
456,4,0.0,2025-12-26_08-55-18
677,-9,0.0,2025-12-26_08-55-18
688,12,0.0,2025-12-26_08-55-18
701,0,0.0,2025-12-26_08-55-18
702,2,0.0,2025-12-26_08-55-18
703,101,0.0,2025-12-26_08-55-18
710,-11,0.0,2025-12-26_08-55-18
719,7,0.0,2025-12-26_08-55-18
754,-1,0.0,2025-12-26_08-55-18
757,0,0.0,2025-12-26_08-55-18
768,2,0.0,2025-12-26_08-55-18
183,-10,0.0,2025-12-26_08-55-18
184,-14,0.0,2025-12-26_08-55-18
185,32,0.0,2025-12-26_08-55-18
186,0,0.0,2025-12-26_08-55-18
187,45,0.0,2025-12-26_08-55-18
188,14,0.0,2025-12-26_08-55-18
189,-1,0.0,2025-12-26_08-55-18
190,114,0.0,2025-12-26_08-55-18
191,-1585,0.0,2025-12-26_08-55-18
192,-58,0.0,2025-12-26_08-55-18
193,4,0.0,2025-12-26_08-55-18
194,3,0.0,2025-12-26_08-55-18
195,9,0.0,2025-12-26_08-55-18
196,0,0.0,2025-12-26_08-55-18
197,77,0.0,2025-12-26_08-55-18
198,-175,0.0,2025-12-26_08-55-18
199,21,0.0,2025-12-26_08-55-18
200,-192,0.0,2025-12-26_08-55-18
201,0,0.0,2025-12-26_08-55-18
202,7,0.0,2025-12-26_08-55-18
203,2,0.0,2025-12-26_08-55-18
204,0,0.0,2025-12-26_08-55-18
205,4,0.0,2025-12-26_08-55-18
206,11,0.0,2025-12-26_08-55-18
207,-2,0.0,2025-12-26_08-55-18
208,0,0.0,2025-12-26_08-55-18
209,3,0.0,2025-12-26_08-55-18
210,0,0.0,2025-12-26_08-55-18
211,-82,0.0,2025-12-26_08-55-18
212,0,0.0,2025-12-26_08-55-18
213,15,0.0,2025-12-26_08-55-18
214,30,0.0,2025-12-26_08-55-18
215,-114,0.0,2025-12-26_08-55-18
216,4,0.0,2025-12-26_08-55-18
217,-213,0.0,2025-12-26_08-55-18
218,29,0.0,2025-12-26_08-55-18
219,-4,0.0,2025-12-26_08-55-18
470,38,0.0,2025-12-26_08-55-18
676,52,0.0,2025-12-26_08-55-18
680,80,0.0,2025-12-26_08-55-18
722,-4,0.0,2025-12-26_08-55-18
66,0,0.0,2025-12-26_08-55-18
67,-488,0.0,2025-12-26_08-55-18
68,-27,0.0,2025-12-26_08-55-18
69,51,0.0,2025-12-26_08-55-18
70,-2,0.0,2025-12-26_08-55-18
71,-2,0.0,2025-12-26_08-55-18
72,-895,0.0,2025-12-26_08-55-18
73,-17,0.0,2025-12-26_08-55-18
74,-166,0.0,2025-12-26_08-55-18
75,-5,0.0,2025-12-26_08-55-18
76,1,0.0,2025-12-26_08-55-18
77,-10,0.0,2025-12-26_08-55-18
78,11,0.0,2025-12-26_08-55-18
79,-1,0.0,2025-12-26_08-55-18
80,3,0.0,2025-12-26_08-55-18
81,-60,0.0,2025-12-26_08-55-18
82,3872,0.0,2025-12-26_08-55-18
84,273,0.0,2025-12-26_08-55-18
85,-61,0.0,2025-12-26_08-55-18
86,19,0.0,2025-12-26_08-55-18
87,9,0.0,2025-12-26_08-55-18
88,4,0.0,2025-12-26_08-55-18
89,0,0.0,2025-12-26_08-55-18
90,-4,0.0,2025-12-26_08-55-18
91,0,0.0,2025-12-26_08-55-18
92,-1,0.0,2025-12-26_08-55-18
93,-12,0.0,2025-12-26_08-55-18
94,-1,0.0,2025-12-26_08-55-18
95,-1,0.0,2025-12-26_08-55-18
96,0,0.0,2025-12-26_08-55-18
97,-780,0.0,2025-12-26_08-55-18
98,1,0.0,2025-12-26_08-55-18
99,-5,0.0,2025-12-26_08-55-18
100,-411,0.0,2025-12-26_08-55-18
391,0,0.0,2025-12-26_08-55-18
685,-43,0.0,2025-12-26_08-55-18
687,8,0.0,2025-12-26_08-55-18
697,-1,0.0,2025-12-26_08-55-18
713,-15,0.0,2025-12-26_08-55-18
721,-1,0.0,2025-12-26_08-55-18
756,7,0.0,2025-12-26_08-55-18
27,3,0.0,2025-12-26_08-55-18
83,-609,0.0,2025-12-26_08-55-18
101,374,0.0,2025-12-26_08-55-18
102,6,0.0,2025-12-26_08-55-18
103,7,0.0,2025-12-26_08-55-18
104,0,0.0,2025-12-26_08-55-18
105,-6,0.0,2025-12-26_08-55-18
106,3,0.0,2025-12-26_08-55-18
107,2549,0.0,2025-12-26_08-55-18
108,-9,0.0,2025-12-26_08-55-18
109,25,0.0,2025-12-26_08-55-18
110,-14,0.0,2025-12-26_08-55-18
111,-3,0.0,2025-12-26_08-55-18
112,0,0.0,2025-12-26_08-55-18
113,93,0.0,2025-12-26_08-55-18
114,3,0.0,2025-12-26_08-55-18
115,-2,0.0,2025-12-26_08-55-18
116,-8,0.0,2025-12-26_08-55-18
117,-2,0.0,2025-12-26_08-55-18
118,-2,0.0,2025-12-26_08-55-18
120,74,0.0,2025-12-26_08-55-18
121,-13,0.0,2025-12-26_08-55-18
122,-1,0.0,2025-12-26_08-55-18
123,-7,0.0,2025-12-26_08-55-18
124,134,0.0,2025-12-26_08-55-18
125,56,0.0,2025-12-26_08-55-18
126,5,0.0,2025-12-26_08-55-18
127,2,0.0,2025-12-26_08-55-18
128,-2,0.0,2025-12-26_08-55-18
129,16,0.0,2025-12-26_08-55-18
130,8,0.0,2025-12-26_08-55-18
131,47,0.0,2025-12-26_08-55-18
132,13,0.0,2025-12-26_08-55-18
133,1,0.0,2025-12-26_08-55-18
134,0,0.0,2025-12-26_08-55-18
136,-10988,0.0,2025-12-26_08-55-18
137,23,0.0,2025-12-26_08-55-18
748,0,0.0,2025-12-26_08-55-18
138,-13,0.0,2025-12-26_08-55-18
139,-39,0.0,2025-12-26_08-55-18
140,34,0.0,2025-12-26_08-55-18
141,0,0.0,2025-12-26_08-55-18
142,0,0.0,2025-12-26_08-55-18
143,6,0.0,2025-12-26_08-55-18
144,2,0.0,2025-12-26_08-55-18
145,323,0.0,2025-12-26_08-55-18
146,-18,0.0,2025-12-26_08-55-18
147,0,0.0,2025-12-26_08-55-18
148,-14,0.0,2025-12-26_08-55-18
150,0,0.0,2025-12-26_08-55-18
151,-2042,0.0,2025-12-26_08-55-18
152,-3,0.0,2025-12-26_08-55-18
153,0,0.0,2025-12-26_08-55-18
