player_id,net_transfers_delta,price_change,timestamp
1,9170,0.0,2025-12-27_16-12-55
2,462,0.0,2025-12-27_16-12-55
3,531,0.0,2025-12-27_16-12-55
4,-1203,0.0,2025-12-27_16-12-55
5,71426,0.0,2025-12-27_16-12-55
6,-62783,0.0,2025-12-27_16-12-55
7,-59564,0.0,2025-12-27_16-12-55
8,-90662,0.0,2025-12-27_16-12-55
9,25,0.0,2025-12-27_16-12-55
10,12265,0.0,2025-12-27_16-12-55
11,67762,0.0,2025-12-27_16-12-55
13,-994,0.0,2025-12-27_16-12-55
14,190,0.0,2025-12-27_16-12-55
15,1,0.0,2025-12-27_16-12-55
16,98485,0.0,2025-12-27_16-12-55
17,-797,0.0,2025-12-27_16-12-55
18,7599,0.0,2025-12-27_16-12-55
19,6908,0.0,2025-12-27_16-12-55
20,-19288,0.0,2025-12-27_16-12-55
21,-429331,0.0,2025-12-27_16-12-55
22,75943,0.0,2025-12-27_16-12-55
23,14,0.0,2025-12-27_16-12-55
24,170,0.0,2025-12-27_16-12-55
25,148,0.0,2025-12-27_16-12-55
26,3213,0.0,2025-12-27_16-12-55
28,131,0.0,2025-12-27_16-12-55
29,67,0.0,2025-12-27_16-12-55
30,147,0.0,2025-12-27_16-12-55
31,1283,0.0,2025-12-27_16-12-55
266,296233,0.0,2025-12-27_16-12-55
662,823,0.0,2025-12-27_16-12-55
666,23163,0.0,2025-12-27_16-12-55
700,2094,0.0,2025-12-27_16-12-55
711,-4,0.0,2025-12-27_16-12-55
725,29639,0.0,2025-12-27_16-12-55
759,5,0.0,2025-12-27_16-12-55
32,9126,0.0,2025-12-27_16-12-55
33,794,0.0,2025-12-27_16-12-55
34,265,0.0,2025-12-27_16-12-55
35,16,0.0,2025-12-27_16-12-55
36,44263,0.0,2025-12-27_16-12-55
37,10100,0.0,2025-12-27_16-12-55
38,17977,0.0,2025-12-27_16-12-55
39,-2072,0.0,2025-12-27_16-12-55
40,1626,0.0,2025-12-27_16-12-55
41,7220,0.0,2025-12-27_16-12-55
42,220,0.0,2025-12-27_16-12-55
43,6107,0.0,2025-12-27_16-12-55
44,912,0.0,2025-12-27_16-12-55
45,381,0.0,2025-12-27_16-12-55
46,257,0.0,2025-12-27_16-12-55
47,-920698,0.0,2025-12-27_16-12-55
48,-2881,0.0,2025-12-27_16-12-55
49,65,0.0,2025-12-27_16-12-55
50,5974,0.0,2025-12-27_16-12-55
51,24,0.0,2025-12-27_16-12-55
53,6895,0.0,2025-12-27_16-12-55
54,-5783,0.0,2025-12-27_16-12-55
55,192,0.0,2025-12-27_16-12-55
56,0,0.0,2025-12-27_16-12-55
