player_id,net_transfers_delta,timestamp
1,38,2025-12-21_18-54-32
2,-15,2025-12-21_18-54-32
3,-17,2025-12-21_18-54-32
4,46,2025-12-21_18-54-32
5,-2305,2025-12-21_18-54-32
6,1528,2025-12-21_18-54-32
7,1137,2025-12-21_18-54-32
8,2908,2025-12-21_18-54-32
9,0,2025-12-21_18-54-32
10,-329,2025-12-21_18-54-32
11,-1461,2025-12-21_18-54-32
13,23,2025-12-21_18-54-32
14,-8,2025-12-21_18-54-32
15,4,2025-12-21_18-54-32
16,-4586,2025-12-21_18-54-32
17,-66,2025-12-21_18-54-32
18,-366,2025-12-21_18-54-32
19,-169,2025-12-21_18-54-32
20,21,2025-12-21_18-54-32
21,8294,2025-12-21_18-54-32
22,-3646,2025-12-21_18-54-32
23,0,2025-12-21_18-54-32
24,-7,2025-12-21_18-54-32
25,-13,2025-12-21_18-54-32
26,-153,2025-12-21_18-54-32
28,-2,2025-12-21_18-54-32
29,0,2025-12-21_18-54-32
30,-8,2025-12-21_18-54-32
31,-66,2025-12-21_18-54-32
266,-14784,2025-12-21_18-54-32
662,-29,2025-12-21_18-54-32
666,-565,2025-12-21_18-54-32
700,-86,2025-12-21_18-54-32
711,1,2025-12-21_18-54-32
725,860,2025-12-21_18-54-32
759,-1,2025-12-21_18-54-32
32,-496,2025-12-21_18-54-32
33,-17,2025-12-21_18-54-32
34,-12,2025-12-21_18-54-32
35,0,2025-12-21_18-54-32
36,-1290,2025-12-21_18-54-32
37,-468,2025-12-21_18-54-32
38,-183,2025-12-21_18-54-32
39,125,2025-12-21_18-54-32
40,-51,2025-12-21_18-54-32
41,-229,2025-12-21_18-54-32
42,-11,2025-12-21_18-54-32
43,-174,2025-12-21_18-54-32
44,-28,2025-12-21_18-54-32
45,-14,2025-12-21_18-54-32
46,-13,2025-12-21_18-54-32
47,68596,2025-12-21_18-54-32
48,53,2025-12-21_18-54-32
49,-2,2025-12-21_18-54-32
50,-478,2025-12-21_18-54-32
51,-1,2025-12-21_18-54-32
53,-475,2025-12-21_18-54-32
54,145,2025-12-21_18-54-32
55,-11,2025-12-21_18-54-32
56,0,2025-12-21_18-54-32
57,0,2025-12-21_18-54-32
58,-67,2025-12-21_18-54-32
59,-4,2025-12-21_18-54-32
60,-9,2025-12-21_18-54-32
61,-6,2025-12-21_18-54-32
62,-6,2025-12-21_18-54-32
63,54,2025-12-21_18-54-32
64,-2201,2025-12-21_18-54-32
65,-18,2025-12-21_18-54-32
389,-55,2025-12-21_18-54-32
456,7,2025-12-21_18-54-32
677,-25,2025-12-21_18-54-32
688,13,2025-12-21_18-54-32
701,-4,2025-12-21_18-54-32
702,-7,2025-12-21_18-54-32
703,299,2025-12-21_18-54-32
710,-19,2025-12-21_18-54-32
719,44,2025-12-21_18-54-32
754,1,2025-12-21_18-54-32
757,0,2025-12-21_18-54-32
183,-8,2025-12-21_18-54-32
184,-15,2025-12-21_18-54-32
185,2,2025-12-21_18-54-32
186,0,2025-12-21_18-54-32
187,-10,2025-12-21_18-54-32
188,21,2025-12-21_18-54-32
189,0,2025-12-21_18-54-32
190,34,2025-12-21_18-54-32
191,-2085,2025-12-21_18-54-32
192,-45,2025-12-21_18-54-32
193,-5,2025-12-21_18-54-32
194,-2,2025-12-21_18-54-32
195,11,2025-12-21_18-54-32
196,-1,2025-12-21_18-54-32
197,105,2025-12-21_18-54-32
198,-216,2025-12-21_18-54-32
199,8,2025-12-21_18-54-32
200,-519,2025-12-21_18-54-32
201,0,2025-12-21_18-54-32
202,4,2025-12-21_18-54-32
203,1,2025-12-21_18-54-32
204,0,2025-12-21_18-54-32
205,-254,2025-12-21_18-54-32
206,18,2025-12-21_18-54-32
207,-12,2025-12-21_18-54-32
208,-2,2025-12-21_18-54-32
209,4,2025-12-21_18-54-32
210,-4,2025-12-21_18-54-32
211,-163,2025-12-21_18-54-32
212,0,2025-12-21_18-54-32
213,2,2025-12-21_18-54-32
214,6,2025-12-21_18-54-32
215,-119,2025-12-21_18-54-32
216,0,2025-12-21_18-54-32
217,-366,2025-12-21_18-54-32
218,-69,2025-12-21_18-54-32
219,-12,2025-12-21_18-54-32
470,-55,2025-12-21_18-54-32
676,-6,2025-12-21_18-54-32
680,111,2025-12-21_18-54-32
722,-5,2025-12-21_18-54-32
66,-4,2025-12-21_18-54-32
67,-427,2025-12-21_18-54-32
68,-18,2025-12-21_18-54-32
69,-3,2025-12-21_18-54-32
70,-5,2025-12-21_18-54-32
71,-1,2025-12-21_18-54-32
72,977,2025-12-21_18-54-32
73,-14,2025-12-21_18-54-32
74,55,2025-12-21_18-54-32
75,-5,2025-12-21_18-54-32
76,-7,2025-12-21_18-54-32
77,-41,2025-12-21_18-54-32
78,59,2025-12-21_18-54-32
79,-2,2025-12-21_18-54-32
80,-7,2025-12-21_18-54-32
81,-75,2025-12-21_18-54-32
82,6440,2025-12-21_18-54-32
84,123,2025-12-21_18-54-32
85,-181,2025-12-21_18-54-32
86,-10,2025-12-21_18-54-32
87,6,2025-12-21_18-54-32
88,4,2025-12-21_18-54-32
89,-1,2025-12-21_18-54-32
90,-12,2025-12-21_18-54-32
91,0,2025-12-21_18-54-32
92,-7,2025-12-21_18-54-32
93,-26,2025-12-21_18-54-32
94,-2,2025-12-21_18-54-32
95,-5,2025-12-21_18-54-32
96,0,2025-12-21_18-54-32
97,-641,2025-12-21_18-54-32
98,-1,2025-12-21_18-54-32
99,-10,2025-12-21_18-54-32
100,3,2025-12-21_18-54-32
391,-3,2025-12-21_18-54-32
685,-30,2025-12-21_18-54-32
687,0,2025-12-21_18-54-32
697,-7,2025-12-21_18-54-32
713,6,2025-12-21_18-54-32
721,-7,2025-12-21_18-54-32
756,3,2025-12-21_18-54-32
27,-5,2025-12-21_18-54-32
83,-856,2025-12-21_18-54-32
101,605,2025-12-21_18-54-32
102,-9,2025-12-21_18-54-32
103,60,2025-12-21_18-54-32
104,-7,2025-12-21_18-54-32
105,-21,2025-12-21_18-54-32
106,3,2025-12-21_18-54-32
107,3847,2025-12-21_18-54-32
108,-24,2025-12-21_18-54-32
109,36,2025-12-21_18-54-32
110,40,2025-12-21_18-54-32
111,-6,2025-12-21_18-54-32
112,0,2025-12-21_18-54-32
113,108,2025-12-21_18-54-32
114,-7,2025-12-21_18-54-32
115,-5,2025-12-21_18-54-32
116,4,2025-12-21_18-54-32
117,-3,2025-12-21_18-54-32
118,0,2025-12-21_18-54-32
120,-251,2025-12-21_18-54-32
121,-56,2025-12-21_18-54-32
122,-1,2025-12-21_18-54-32
123,-8,2025-12-21_18-54-32
124,18,2025-12-21_18-54-32
125,31,2025-12-21_18-54-32
126,-8,2025-12-21_18-54-32
127,2,2025-12-21_18-54-32
128,-3,2025-12-21_18-54-32
129,14,2025-12-21_18-54-32
130,1,2025-12-21_18-54-32
131,7,2025-12-21_18-54-32
132,10,2025-12-21_18-54-32
133,-1,2025-12-21_18-54-32
