player_id,net_transfers_delta,timestamp
1,17644,2025-12-21_17-34-02
2,382,2025-12-21_17-34-02
3,392,2025-12-21_17-34-02
4,-1080,2025-12-21_17-34-02
5,103071,2025-12-21_17-34-02
6,-45348,2025-12-21_17-34-02
7,330,2025-12-21_17-34-02
8,40228,2025-12-21_17-34-02
9,23,2025-12-21_17-34-02
10,12325,2025-12-21_17-34-02
11,100407,2025-12-21_17-34-02
13,-1368,2025-12-21_17-34-02
14,182,2025-12-21_17-34-02
15,-132,2025-12-21_17-34-02
16,-128041,2025-12-21_17-34-02
17,6078,2025-12-21_17-34-02
18,4623,2025-12-21_17-34-02
19,1358,2025-12-21_17-34-02
20,-5766,2025-12-21_17-34-02
21,38180,2025-12-21_17-34-02
22,71853,2025-12-21_17-34-02
23,7,2025-12-21_17-34-02
24,97,2025-12-21_17-34-02
25,177,2025-12-21_17-34-02
26,11014,2025-12-21_17-34-02
28,151,2025-12-21_17-34-02
29,42,2025-12-21_17-34-02
30,168,2025-12-21_17-34-02
31,-6898,2025-12-21_17-34-02
266,248721,2025-12-21_17-34-02
662,1319,2025-12-21_17-34-02
666,59088,2025-12-21_17-34-02
700,3602,2025-12-21_17-34-02
711,-11,2025-12-21_17-34-02
725,-1176,2025-12-21_17-34-02
759,-91,2025-12-21_17-34-02
32,42574,2025-12-21_17-34-02
33,88,2025-12-21_17-34-02
34,214,2025-12-21_17-34-02
35,22,2025-12-21_17-34-02
36,-13949,2025-12-21_17-34-02
37,7805,2025-12-21_17-34-02
38,11231,2025-12-21_17-34-02
39,-1512,2025-12-21_17-34-02
40,1708,2025-12-21_17-34-02
41,9072,2025-12-21_17-34-02
42,100,2025-12-21_17-34-02
43,5172,2025-12-21_17-34-02
44,229,2025-12-21_17-34-02
45,192,2025-12-21_17-34-02
46,156,2025-12-21_17-34-02
47,-381674,2025-12-21_17-34-02
48,-6113,2025-12-21_17-34-02
49,60,2025-12-21_17-34-02
50,4664,2025-12-21_17-34-02
51,13,2025-12-21_17-34-02
53,6175,2025-12-21_17-34-02
54,-489,2025-12-21_17-34-02
55,234,2025-12-21_17-34-02
56,1,2025-12-21_17-34-02
57,9,2025-12-21_17-34-02
58,-8827,2025-12-21_17-34-02
59,-3104,2025-12-21_17-34-02
60,80,2025-12-21_17-34-02
61,180,2025-12-21_17-34-02
62,11,2025-12-21_17-34-02
63,-3138,2025-12-21_17-34-02
64,-615,2025-12-21_17-34-02
65,379,2025-12-21_17-34-02
389,273,2025-12-21_17-34-02
456,1874,2025-12-21_17-34-02
677,-357,2025-12-21_17-34-02
688,-334,2025-12-21_17-34-02
701,107,2025-12-21_17-34-02
702,22,2025-12-21_17-34-02
703,-8218,2025-12-21_17-34-02
710,474,2025-12-21_17-34-02
719,-595,2025-12-21_17-34-02
754,-36,2025-12-21_17-34-02
757,-74,2025-12-21_17-34-02
183,35,2025-12-21_17-34-02
184,458,2025-12-21_17-34-02
185,-97,2025-12-21_17-34-02
186,28,2025-12-21_17-34-02
187,1992,2025-12-21_17-34-02
188,-640,2025-12-21_17-34-02
189,12,2025-12-21_17-34-02
190,2561,2025-12-21_17-34-02
191,-3515,2025-12-21_17-34-02
192,-2994,2025-12-21_17-34-02
193,192,2025-12-21_17-34-02
194,69,2025-12-21_17-34-02
195,-1225,2025-12-21_17-34-02
196,48,2025-12-21_17-34-02
197,-13487,2025-12-21_17-34-02
198,11289,2025-12-21_17-34-02
199,321,2025-12-21_17-34-02
200,31317,2025-12-21_17-34-02
201,6,2025-12-21_17-34-02
202,30,2025-12-21_17-34-02
203,-108,2025-12-21_17-34-02
204,13,2025-12-21_17-34-02
205,4958,2025-12-21_17-34-02
206,-92,2025-12-21_17-34-02
207,597,2025-12-21_17-34-02
208,6,2025-12-21_17-34-02
209,40,2025-12-21_17-34-02
210,71,2025-12-21_17-34-02
211,4350,2025-12-21_17-34-02
212,19,2025-12-21_17-34-02
213,-82,2025-12-21_17-34-02
214,-15,2025-12-21_17-34-02
215,-2188,2025-12-21_17-34-02
216,-22,2025-12-21_17-34-02
217,19109,2025-12-21_17-34-02
218,-768,2025-12-21_17-34-02
219,226,2025-12-21_17-34-02
470,6103,2025-12-21_17-34-02
676,-1641,2025-12-21_17-34-02
680,-1150,2025-12-21_17-34-02
722,539,2025-12-21_17-34-02
66,111,2025-12-21_17-34-02
67,-30527,2025-12-21_17-34-02
68,836,2025-12-21_17-34-02
69,139,2025-12-21_17-34-02
