player_id,name,web_name,team,price,ownership,transfers_in_event,transfers_out_event,form,minutes,status,net_transfers_delta,price_change,velocity,trend_score
1,David Raya Martín,Raya,Arsenal,6.0,36.2,7331,14652,3.7,1620,a,0,0.0,0.0,0.0
2,Kepa Arrizabalaga Revuelta,Arrizabalaga,Arsenal,4.1,0.4,89,177,0.0,0,a,0,0.0,0.0,0.0
3,Karl Hein,Hein,Arsenal,4.0,0.2,0,68,0.0,0,u,0,0.0,0.0,0.0
4,Tommy Setford,Setford,Arsenal,3.9,0.3,367,196,0.0,0,a,0,0.0,0.0,0.0
5,Gabriel dos Santos Magalhães,Gabriel,Arsenal,6.2,12.6,39537,7075,0.2,1009,a,0,0.0,0.0,0.0
6,William Saliba,Saliba,Arsenal,5.9,11.5,11988,4367,1.7,1084,a,0,0.0,0.0,0.0
7,Riccardo Calafiori,Calafiori,Arsenal,5.7,10.3,4314,19267,2.3,1256,d,0,0.0,0.0,0.0
8,Jurriën Timber,J.Timber,Arsenal,6.5,33.0,9705,89083,2.3,1377,d,0,0.0,0.0,0.0
9,Jakub Kiwior,Kiwior,Arsenal,5.4,0.0,0,11,0.0,0,u,0,0.0,0.0,0.0
10,Myles Lewis-Skelly,Lewis-Skelly,Arsenal,5.1,1.7,582,1673,0.5,265,a,0,0.0,0.0,0.0
11,Benjamin White,White,Arsenal,5.2,0.9,7,6464,2.7,280,i,0,0.0,0.0,0.0
13,Brayden Clarke,Clarke,Arsenal,3.8,0.5,239,347,0.0,0,a,0,0.0,0.0,0.0
14,Maldini Kacurri,Kacurri,Arsenal,3.9,0.1,0,26,0.0,0,u,0,0.0,0.0,0.0
15,Josh Nichols,Nichols,Arsenal,3.8,0.2,45,103,0.0,0,a,0,0.0,0.0,0.0
16,Bukayo Saka,Saka,Arsenal,10.3,21.8,16837,23240,6.0,1238,a,0,0.0,0.0,0.0
17,Martin Ødegaard,Ødegaard,Arsenal,7.8,1.7,5202,861,3.3,624,a,0,0.0,0.0,0.0
18,Noni Madueke,Madueke,Arsenal,6.8,0.8,443,1551,0.8,420,a,0,0.0,0.0,0.0
19,Gabriel Martinelli Silva,Martinelli,Arsenal,6.8,0.9,208,1174,1.2,408,a,0,0.0,0.0,0.0
20,Leandro Trossard,Trossard,Arsenal,6.9,1.0,2107,3137,2.0,952,a,0,0.0,0.0,0.0
21,Declan Rice,Rice,Arsenal,7.2,26.0,41778,12090,5.2,1515,a,0,0.0,0.0,0.0
22,Mikel Merino Zazón,Merino,Arsenal,5.9,3.1,2838,13687,4.5,849,a,0,0.0,0.0,0.0
23,Fábio Ferreira Vieira,Fábio Vieira,Arsenal,5.4,0.0,0,2,0.0,0,u,0,0.0,0.0,0.0
24,Christian Nørgaard,Nørgaard,Arsenal,5.1,0.1,58,69,0.0,14,a,0,0.0,0.0,0.0
25,Ethan Nwaneri,Nwaneri,Arsenal,5.1,0.1,43,74,0.0,165,a,0,0.0,0.0,0.0
26,Martín Zubimendi Ibáñez,Zubimendi,Arsenal,5.2,2.2,996,2605,1.8,1500,a,0,0.0,0.0,0.0
28,Ismeal Kabia,Kabia,Arsenal,4.5,0.1,0,26,0.0,0,u,0,0.0,0.0,0.0
29,Albert Sambi Lokonga,Sambi,Arsenal,4.5,0.1,0,11,0.0,0,u,0,0.0,0.0,0.0
30,Kai Havertz,Havertz,Arsenal,7.3,0.3,37,56,0.0,30,d,0,0.0,0.0,0.0
