player_id,name,web_name,team,price,ownership,transfers_in_event,transfers_out_event,form,minutes,status
1,David Raya Martín,Raya,Arsenal,6.0,36.3,31362,36512,4.0,1530,a
2,Kepa Arrizabalaga Revuelta,Arrizabalaga,Arsenal,4.1,0.4,357,661,0.0,0,a
3,Karl Hein,Hein,Arsenal,4.0,0.2,0,340,0.0,0,u
4,Tommy Setford,Setford,Arsenal,3.9,0.3,1460,720,0.0,0,a
5,Gabriel dos Santos Magalhães,Gabriel,Arsenal,6.2,12.5,2169,52199,0.0,990,d
6,William Saliba,Saliba,Arsenal,5.9,11.2,42854,8340,1.6,994,a
7,Riccardo Calafiori,Calafiori,Arsenal,5.7,10.3,40205,12384,2.8,1256,a
8,Jurriën Timber,J.Timber,Arsenal,6.5,33.6,90429,39253,2.8,1377,a
9,Jakub Kiwior,Kiwior,Arsenal,5.4,0.0,0,25,0.0,0,u
10,Myles Lewis-Skelly,Lewis-Skelly,Arsenal,5.1,1.7,1743,8944,0.4,195,a
11,Benjamin White,White,Arsenal,5.2,1.1,51,40767,3.2,280,i
13,Brayden Clarke,Clarke,Arsenal,3.8,0.5,1930,1378,0.0,0,a
14,Maldini Kacurri,Kacurri,Arsenal,3.9,0.1,0,122,0.0,0,u
15,Josh Nichols,Nichols,Arsenal,3.8,0.2,352,369,0.0,0,a
16,Bukayo Saka,Saka,Arsenal,10.3,22.2,60210,127289,5.8,1148,a
17,Martin Ødegaard,Ødegaard,Arsenal,7.8,1.6,5362,4702,2.0,534,a
18,Noni Madueke,Madueke,Arsenal,6.8,0.8,2058,6508,1.0,420,a
19,Gabriel Martinelli Silva,Martinelli,Arsenal,6.8,0.9,1767,4504,1.2,400,d
20,Leandro Trossard,Trossard,Arsenal,6.9,0.9,12944,5699,2.0,871,a
21,Declan Rice,Rice,Arsenal,7.2,24.6,277249,23768,5.2,1425,a
22,Mikel Merino Zazón,Merino,Arsenal,5.9,3.3,14881,65191,5.0,759,a
23,Fábio Ferreira Vieira,Fábio Vieira,Arsenal,5.4,0.0,0,8,0.0,0,u
24,Christian Nørgaard,Nørgaard,Arsenal,5.2,0.1,172,276,0.0,14,a
25,Ethan Nwaneri,Nwaneri,Arsenal,5.1,0.1,174,296,0.0,165,a
26,Martín Zubimendi Ibáñez,Zubimendi,Arsenal,5.2,2.2,6366,8830,1.8,1410,a
28,Ismeal Kabia,Kabia,Arsenal,4.5,0.1,0,92,0.0,0,u
29,Albert Sambi Lokonga,Sambi,Arsenal,4.5,0.1,0,47,0.0,0,u
30,Kai Havertz,Havertz,Arsenal,7.3,0.3,72,187,0.0,30,i
31,Gabriel Fernando de Jesus,G.Jesus,Arsenal,6.4,0.2,2449,3370,0.4,34,a
266,Eberechi Eze,Eze,Arsenal,7.6,15.0,19018,215179,1.0,991,a
662,Cristhian Mosquera,Mosquera,Arsenal,5.4,0.1,10,593,0.4,429,i
666,Viktor Gyökeres,Gyökeres,Arsenal,8.8,10.2,10747,26630,1.8,1015,a
700,Max Dowman,Dowman,Arsenal,4.3,0.4,1451,3185,0.0,27,i
