player_id,name,web_name,team,price,ownership,transfers_in_event,transfers_out_event,form,minutes,status,snapshot_date,net_transfers_delta,price_change,velocity,trend_score
1,David Raya Martín,Raya,Arsenal,6.0,35.5,20287,58030,3.7,1620,a,2025-12-30,-1665,0.0,-1665.0,-1665.0
2,Kepa Arrizabalaga Revuelta,Arrizabalaga,Arsenal,4.1,0.4,250,516,0.0,0,a,2025-12-30,-15,0.0,-840.0,-1252.5
3,Karl Hein,Hein,Arsenal,4.0,0.2,0,208,0.0,0,u,2025-12-30,-4,0.0,-561.3333333333334,-1022.1111111111112
4,Tommy Setford,Setford,Arsenal,3.9,0.3,1105,623,0.0,0,a,2025-12-30,17,0.0,-0.6666666666666666,-766.75
5,Gabriel dos Santos Magalhães,Gabriel,Arsenal,6.3,14.2,209200,11685,0.2,1009,a,2025-12-30,7337,0.0,2450.0,-123.4
6,William Saliba,Saliba,Arsenal,5.9,11.6,41071,16151,1.7,1084,a,2025-12-30,676,0.0,2676.6666666666665,744.9333333333333
7,Riccardo Calafiori,Calafiori,Arsenal,5.7,9.6,5518,89795,2.3,1256,d,2025-12-30,-3362,0.0,1550.3333333333333,1222.9999999999998
8,Jurriën Timber,J.Timber,Arsenal,6.4,29.3,12569,445372,2.3,1377,d,2025-12-30,-15684,0.0,-6123.333333333333,110.6
9,Jakub Kiwior,Kiwior,Arsenal,5.4,0.0,0,22,0.0,0,u,2025-12-30,-1,0.0,-6349.0,-1159.0666666666668
10,Myles Lewis-Skelly,Lewis-Skelly,Arsenal,5.1,1.6,1691,5452,0.5,265,a,2025-12-30,-155,0.0,-5280.0,-2705.0666666666666
11,Benjamin White,White,Arsenal,5.1,0.7,28,21610,2.7,280,i,2025-12-30,0,0.0,-52.0,-3250.8
13,Brayden Clarke,Clarke,Arsenal,3.8,0.5,690,1139,0.0,0,a,2025-12-30,-6,0.0,-53.66666666666666,-3571.6
14,Maldini Kacurri,Kacurri,Arsenal,3.9,0.1,0,76,0.0,0,u,2025-12-30,-2,0.0,-2.6666666666666665,-2347.4666666666667
15,Josh Nichols,Nichols,Arsenal,3.8,0.2,140,296,0.0,0,a,2025-12-30,-6,0.0,-4.666666666666667,-1078.6000000000001
16,Bukayo Saka,Saka,Arsenal,10.3,21.2,46333,86378,6.0,1238,a,2025-12-30,-2162,0.0,-723.3333333333334,-167.26666666666685
17,Martin Ødegaard,Ødegaard,Arsenal,7.8,1.8,14809,2874,3.3,624,a,2025-12-30,294,0.0,-624.6666666666666,-281.8000000000002
18,Noni Madueke,Madueke,Arsenal,6.8,0.7,836,4985,0.8,420,a,2025-12-30,-138,0.0,-668.6666666666666,-404.8000000000002
19,Gabriel Martinelli Silva,Martinelli,Arsenal,6.8,0.9,983,2740,1.2,408,a,2025-12-30,-5,0.0,50.333333333333336,-394.20000000000016
20,Leandro Trossard,Trossard,Arsenal,6.9,1.0,5979,10240,2.0,952,a,2025-12-30,-198,0.0,-113.66666666666669,-416.00000000000017
21,Declan Rice,Rice,Arsenal,7.2,26.2,120279,44669,5.2,1515,a,2025-12-30,1731,0.0,509.3333333333333,-169.4666666666668
22,Mikel Merino Zazón,Merino,Arsenal,5.8,2.8,7276,44438,4.5,849,a,2025-12-30,-1231,0.0,100.66666666666669,-24.40000000000017
23,Fábio Ferreira Vieira,Fábio Vieira,Arsenal,5.4,0.0,0,4,0.0,0,u,2025-12-30,0,0.0,166.66666666666666,142.6666666666665
24,Christian Nørgaard,Nørgaard,Arsenal,5.1,0.1,150,186,0.0,14,a,2025-12-30,0,0.0,-410.3333333333333,50.53333333333315
25,Ethan Nwaneri,Nwaneri,Arsenal,5.1,0.1,91,209,0.0,165,a,2025-12-30,-5,0.0,-1.6666666666666667,72.93333333333315
26,Martín Zubimendi Ibáñez,Zubimendi,Arsenal,5.2,2.1,2749,8856,1.8,1500,a,2025-12-30,-222,0.0,-75.66666666666667,-44.06666666666685
28,Ismeal Kabia,Kabia,Arsenal,4.5,0.1,0,63,0.0,0,u,2025-12-30,0,0.0,-75.66666666666667,-79.33333333333351
29,Albert Sambi Lokonga,Sambi,Arsenal,4.5,0.1,0,18,0.0,0,u,2025-12-30,0,0.0,-74.0,-127.46666666666685
30,Kai Havertz,Havertz,Arsenal,7.3,0.3,105,124,0.0,30,d,2025-12-30,5,0.0,1.6666666666666667,-45.066666666666855
31,Gabriel Fernando de Jesus,G.Jesus,Arsenal,6.4,0.2,1245,2633,0.5,53,a,2025-12-30,-60,0.0,-18.33333333333333,-48.40000000000019
