player_id,name,web_name,team,price,ownership,transfers_in_event,transfers_out_event,form,minutes,status,snapshot_date,net_transfers_delta,price_change,velocity,trend_score
1,David Raya Martín,Raya,Arsenal,6.0,35.2,31900,108215,3.0,1710,a,2026-01-03,-18959,0.0,-18959.0,-18959.0
2,Kepa Arrizabalaga Revuelta,Arrizabalaga,Arsenal,4.1,0.4,248,473,0.0,0,a,2026-01-03,-46,0.0,-9502.5,-14230.75
3,Karl Hein,Hein,Arsenal,4.0,0.2,0,155,0.0,0,u,2026-01-03,-28,0.0,-6344.333333333333,-11601.944444444445
4,Tommy Setford,Setford,Arsenal,3.9,0.3,990,853,0.0,0,a,2026-01-03,35,0.0,-13.0,-8704.708333333334
5,Gabriel dos Santos Magalhães,Gabriel,Arsenal,6.5,21.3,803227,7114,3.2,1085,a,2026-01-03,169896,0.0999999999999996,56634.333333333336,4363.1
6,William Saliba,Saliba,Arsenal,5.9,11.8,38495,31859,2.4,1174,a,2026-01-03,2388,0.0,57439.66666666666,19642.833333333332
7,Riccardo Calafiori,Calafiori,Arsenal,5.7,8.3,1297,128017,1.4,1256,i,2026-01-03,0,0.0,57428.0,33028.933333333334
8,Jurriën Timber,J.Timber,Arsenal,6.4,28.5,104207,118630,4.0,1459,a,2026-01-03,1426,0.0,1271.3333333333333,34552.066666666666
9,Jakub Kiwior,Kiwior,Arsenal,5.4,0.0,0,8,0.0,0,u,2026-01-03,-1,0.0,475.0,34649.66666666667
10,Myles Lewis-Skelly,Lewis-Skelly,Arsenal,5.1,1.6,979,5120,0.8,278,a,2026-01-03,-1109,0.0,105.33333333333331,23343.866666666665
11,Benjamin White,White,Arsenal,5.1,0.6,689,5529,0.6,287,a,2026-01-03,-1198,0.0,-769.3333333333334,11702.066666666668
13,Brayden Clarke,Clarke,Arsenal,3.8,0.5,586,1214,0.0,0,a,2026-01-03,-149,0.0,-818.6666666666666,52.73333333333333
14,Maldini Kacurri,Kacurri,Arsenal,3.9,0.1,0,56,0.0,0,u,2026-01-03,-11,0.0,-452.6666666666667,-292.06666666666666
15,Josh Nichols,Nichols,Arsenal,3.8,0.2,114,298,0.0,0,a,2026-01-03,-36,0.0,-65.33333333333333,-400.1333333333333
16,Bukayo Saka,Saka,Arsenal,10.3,21.7,96928,66744,6.2,1320,a,2026-01-03,7137,0.0,2363.333333333333,51.466666666666605
17,Martin Ødegaard,Ødegaard,Arsenal,7.8,2.2,57056,6877,4.2,714,a,2026-01-03,10196,0.0,5765.666666666667,1358.4666666666667
18,Noni Madueke,Madueke,Arsenal,6.8,0.7,774,3118,0.4,427,a,2026-01-03,-622,0.0,5570.333333333333,2636.2666666666664
19,Gabriel Martinelli Silva,Martinelli,Arsenal,6.8,0.9,1741,2528,0.6,408,a,2026-01-03,-216,0.0,3119.333333333333,3350.6666666666665
20,Leandro Trossard,Trossard,Arsenal,7.0,1.9,119483,10795,5.0,1042,a,2026-01-03,24893,0.0999999999999996,8018.333333333333,4967.4
21,Declan Rice,Rice,Arsenal,7.1,21.1,22950,514043,4.8,1515,d,2026-01-03,-106450,-0.1000000000000005,-27257.666666666668,-956.8000000000008
22,Mikel Merino Zazón,Merino,Arsenal,5.8,2.5,6745,36205,1.4,921,a,2026-01-03,-6841,0.0,-29466.0,-8003.133333333334
23,Fábio Ferreira Vieira,Fábio Vieira,Arsenal,5.4,0.0,0,4,0.0,0,u,2026-01-03,-1,0.0,-37764.0,-16670.0
24,Christian Nørgaard,Nørgaard,Arsenal,5.1,0.1,147,157,0.2,31,a,2026-01-03,11,0.0,-2277.0,-17749.26666666667
25,Ethan Nwaneri,Nwaneri,Arsenal,5.0,0.1,182,207,0.0,165,a,2026-01-03,5,0.0,5.0,-19351.93333333333
26,Martín Zubimendi Ibáñez,Zubimendi,Arsenal,5.2,2.2,18331,5209,3.2,1590,a,2026-01-03,2449,0.0,821.6666666666666,-13736.06666666667
28,Ismeal Kabia,Kabia,Arsenal,4.5,0.1,0,41,0.0,0,u,2026-01-03,-4,0.0,816.6666666666666,-7679.533333333335
29,Albert Sambi Lokonga,Sambi,Arsenal,4.5,0.1,0,20,0.0,0,u,2026-01-03,0,0.0,815.0,36.266666666665195
30,Kai Havertz,Havertz,Arsenal,7.3,0.3,686,180,0.0,30,a,2026-01-03,86,0.0,27.33333333333333,497.13333333333185
31,Gabriel Fernando de Jesus,G.Jesus,Arsenal,6.4,0.3,10221,2017,1.4,66,a,2026-01-03,1438,0.0,508.0,597.7333333333319
266,Eberechi Eze,Eze,Arsenal,7.4,11.2,6600,133381,0.4,991,a,2026-01-03,-27650,-0.0999999999999996,-8708.666666666666,-1308.3333333333346
662,Cristhian Mosquera,Mosquera,Arsenal,5.3,0.1,19,212,0.0,429,i,2026-01-03,0,0.0,-8737.333333333334,-3219.133333333335
666,Viktor Gyökeres,Gyökeres,Arsenal,8.8,9.7,6407,23825,2.4,1161,a,2026-01-03,-3296,0.0,-10315.333333333334,-5445.200000000002
700,Max Dowman,Dowman,Arsenal,4.3,0.3,845,1894,0.0,27,i,2026-01-03,0,0.0,-1098.6666666666667,-5670.4000000000015
711,Andre Harriman-Annous,Harriman-Annous,Arsenal,4.5,0.0,21,32,0.0,0,a,2026-01-03,-5,0.0,-1100.3333333333333,-5992.0666666666675
725,Piero Hincapié,Hincapie,Arsenal,5.4,2.0,8321,43566,4.0,743,a,2026-01-03,-9144,0.0,-3049.6666666666665,-4860.266666666668
759,Marli Salmon,Salmon,Arsenal,4.0,0.0,51,64,0.0,0,a,2026-01-03,2,0.0,-3049.0,-3722.6000000000013
32,Emiliano Martínez Romero,Martinez,Aston Villa,5.0,3.5,39419,12939,2.0,1350,a,2026-01-03,7550,0.0,-530.6666666666666,-1765.6666666666683
33,Marco Bizot,M.Bizot,Aston Villa,4.2,0.4,143,584,0.2,360,a,2026-01-03,-99,0.0,2484.333333333333,-1049.066666666668
34,Joe Gauci,Gauci,Aston Villa,4.0,0.1,0,106,0.0,0,u,2026-01-03,-23,0.0,2476.0,-333.80000000000143
35,Filip Marschall,Marschall,Aston Villa,4.0,0.0,0,6,0.0,0,u,2026-01-03,-1,0.0,-41.0,267.93333333333186
36,Matty Cash,Cash,Aston Villa,4.8,9.8,68480,84119,2.4,1592,a,2026-01-03,0,0.0,-8.0,876.1333333333317
37,Lucas Digne,Digne,Aston Villa,4.5,1.6,8928,6721,0.6,1099,a,2026-01-03,-132,0.0,-44.333333333333336,973.3999999999985
38,Ezri Konsa Ngoyo,Konsa,Aston Villa,4.4,7.5,29940,16642,1.8,1595,a,2026-01-03,2457,0.0,775.0,631.5333333333318
39,Ian Maatsen,Maatsen,Aston Villa,4.2,0.5,2512,1759,1.4,603,a,2026-01-03,174,0.0,833.0,302.93333333333186
40,Tyrone Mings,Mings,Aston Villa,4.3,0.6,32,648,0.0,497,d,2026-01-03,-124,0.0,835.6666666666666,478.2666666666652
41,Pau Torres,Pau,Aston Villa,4.3,0.3,36,2273,1.0,952,d,2026-01-03,-412,0.0,-120.66666666666669,455.73333333333187
42,Andrés García,A.García,Aston Villa,3.9,0.2,277,466,0.0,29,a,2026-01-03,-61,0.0,-199.0,424.79999999999853
43,Álex Moreno Lopera,Alex Moreno,Aston Villa,4.0,1.7,0,1544,0.0,0,u,2026-01-03,-317,0.0,-263.3333333333333,217.1333333333319
44,Lamare Bogarde,Bogarde,Aston Villa,4.0,0.5,1287,1518,0.2,417,a,2026-01-03,-72,0.0,-150.0,20.53333333333187
45,Lino da Cruz Sousa,Sousa,Aston Villa,3.9,0.3,146,300,0.0,0,a,2026-01-03,-36,0.0,-141.66666666666666,-174.9333333333348
46,Yasin Özcan,Yasin,Aston Villa,4.0,0.1,0,85,0.0,0,u,2026-01-03,-21,0.0,-43.0,-159.40000000000146
47,Morgan Rogers,Rogers,Aston Villa,7.5,28.0,551582,47411,6.8,1687,a,2026-01-03,135239,0.0,45060.66666666666,8892.53333333333
48,Youri Tielemans,Tielemans,Aston Villa,5.9,0.9,13967,3251,3.8,952,a,2026-01-03,2537,0.0,45918.333333333336,18128.86666666666
49,Leon Bailey,Bailey,Aston Villa,5.5,0.1,0,23,0.0,0,u,2026-01-03,-3,0.0,45924.333333333336,27343.73333333333
50,Emiliano Buendía Stati,Buendía,Aston Villa,5.3,0.4,4143,3499,2.6,679,a,2026-01-03,269,0.0,934.3333333333334,27558.93333333333
51,Samuel Iling-Junior,Iling Jr,Aston Villa,5.5,0.0,0,3,0.0,0,u,2026-01-03,0,0.0,88.66666666666667,27585.266666666663
53,Donyell Malen,Malen,Aston Villa,5.1,0.7,3517,4019,1.6,616,a,2026-01-03,-130,0.0,46.333333333333336,18582.399999999998
54,John McGinn,McGinn,Aston Villa,5.4,0.8,5384,3854,2.2,1420,a,2026-01-03,388,0.0,86.0,9415.933333333332
55,Ross Barkley,Barkley,Aston Villa,4.8,0.0,17,64,0.0,114,i,2026-01-03,0,0.0,86.0,248.26666666666523
56,Enzo Barrenechea,Barrenechea,Aston Villa,5.0,0.0,0,0,0.0,0,u,2026-01-03,0,0.0,129.33333333333334,87.26666666666522
57,Lewis Dobbin,Dobbin,Aston Villa,5.0,0.0,0,1,0.0,0,u,2026-01-03,0,0.0,0.0,69.53333333333187
58,Boubacar Kamara,Kamara,Aston Villa,4.9,0.5,2014,5630,2.8,1239,a,2026-01-03,0,0.0,0.0,60.266666666665216
59,Amadou Onana,Onana,Aston Villa,4.8,0.8,1983,6700,2.0,886,i,2026-01-03,0,0.0,0.0,43.06666666666521
60,Ben Broggio,Broggio,Aston Villa,4.5,0.3,449,601,0.0,0,a,2026-01-03,-35,0.0,-11.666666666666666,23.53333333333188
61,Leander Dendoncker,Dendoncker,Aston Villa,4.5,0.1,0,48,0.0,0,u,2026-01-03,-6,0.0,-13.666666666666666,-5.066666666668121
62,Jamaldeen Jimoh-Aloba,Jimoh-Aloba,Aston Villa,4.5,0.1,154,150,0.2,8,a,2026-01-03,6,0.0,-11.666666666666666,-7.400000000001455
63,Kadan Young,Young,Aston Villa,4.3,0.6,2808,2211,0.0,0,a,2026-01-03,108,0.0,36.0,-0.20000000000145518
64,Ollie Watkins,Watkins,Aston Villa,8.6,8.9,168937,16167,5.8,1389,a,2026-01-03,36572,0.0,12228.666666666666,2445.533333333332
65,Zépiqueno Redmond,Redmond,Aston Villa,4.5,0.3,0,156,0.0,0,u,2026-01-03,-27,0.0,12217.666666666666,4891.399999999999
389,Harvey Elliott,Elliott,Aston Villa,5.1,0.2,60,269,0.0,97,a,2026-01-03,-1,-0.1000000000000005,12181.333333333334,7330.399999999999
456,Jadon Sancho,Sancho,Aston Villa,5.8,0.2,1068,374,0.8,217,a,2026-01-03,126,0.0,32.666666666666664,7339.266666666665
677,Evann Guessand,Guessand,Aston Villa,6.2,0.0,17,120,0.2,511,n,2026-01-03,-18,0.0,35.666666666666664,7339.199999999999
688,James Wright,Wright,Aston Villa,3.9,0.6,901,1378,0.0,0,a,2026-01-03,-144,0.0,-12.0,4891.066666666665
701,Triston Rowe,Rowe,Aston Villa,4.0,0.1,0,63,0.0,0,u,2026-01-03,-11,0.0,-57.66666666666666,2435.9999999999986
702,Bradley Burrowes,Burrowes,Aston Villa,4.4,0.1,72,110,0.0,16,a,2026-01-03,2,0.0,-51.0,-10.466666666668122
703,Sam Proctor,Proctor,Aston Villa,3.9,0.6,5281,2926,0.0,0,a,2026-01-03,282,0.0,91.0,1.199999999998545
710,Travis Patterson,Patterson,Aston Villa,3.9,0.2,90,429,0.0,0,a,2026-01-03,-82,0.0,67.33333333333333,7.533333333331879
719,Victor Lindelöf,Lindelöf,Aston Villa,4.5,0.1,2174,606,1.8,385,a,2026-01-03,337,0.0,179.0,45.733333333331885
754,George Hemmings,George Hemmings,Aston Villa,4.5,0.0,50,31,0.2,8,a,2026-01-03,3,0.0,86.0,74.46666666666522
757,Ronnie Hollingshead,Hollingshead,Aston Villa,4.0,0.0,52,36,0.0,0,a,2026-01-03,11,0.0,117.0,108.06666666666521
768,Leon Routh,Leon Routh,Aston Villa,4.0,0.0,38,34,0.0,0,a,2026-01-03,4,0.0,6.0,91.06666666666521
183,Max Weiß,Weiss,Burnley,4.3,0.1,146,176,0.0,0,a,2026-01-03,13,0.0,9.333333333333334,79.4666666666652
184,Etienne Green,Green,Burnley,4.0,0.2,0,158,0.0,0,u,2026-01-03,-42,0.0,-8.333333333333334,41.99999999999854
185,Václav Hladký,Hladký,Burnley,3.9,0.2,326,397,0.0,0,a,2026-01-03,-20,0.0,-16.333333333333332,21.53333333333188
