player_id,web_name,first_name,second_name,team,now_cost,selected_by_percent,transfers_in_event,transfers_out_event,total_points,form,minutes,status
1,Raya,David,Raya Martín,Arsenal,6.0,36.4,58636,79465,68,3.0,1440,a
2,Arrizabalaga,Kepa,Arrizabalaga Revuelta,Arsenal,4.1,0.4,583,1041,0,0.0,0,a
3,Hein,Karl,Hein,Arsenal,4.0,0.2,0,510,0,0.0,0,u
4,Setford,Tommy,Setford,Arsenal,3.9,0.3,2298,852,0,0.0,0,a
5,Gabriel,Gabriel,dos Santos Magalhães,Arsenal,6.2,13.0,2300,125563,81,0.0,990,d
6,Saliba,William,Saliba,Arsenal,5.9,10.9,75103,17319,43,0.8,904,a
7,Calafiori,Riccardo,Calafiori,Arsenal,5.7,10.0,56814,48105,71,2.0,1166,a
8,J.Timber,Jurriën,Timber,Arsenal,6.5,33.1,106582,134645,80,2.6,1287,a
9,Kiwior,Jakub,Kiwior,Arsenal,5.4,0.1,0,36,0,0.0,0,u
10,Lewis-Skelly,Myles,Lewis-Skelly,Arsenal,5.1,1.8,3549,18623,9,0.6,195,a
11,White,Benjamin,White,Arsenal,5.3,1.6,2336,119746,22,3.2,280,i
13,Clarke,Brayden,Clarke,Arsenal,3.8,0.5,3332,1635,0,0.0,0,a
14,Kacurri,Maldini,Kacurri,Arsenal,3.9,0.1,0,235,0,0.0,0,u
15,Nichols,Josh,Nichols,Arsenal,3.8,0.2,619,493,0,0.0,0,a
16,Saka,Bukayo,Saka,Arsenal,10.3,22.9,173527,79132,75,6.0,1058,a
17,Ødegaard,Martin,Ødegaard,Arsenal,7.8,1.6,6796,12984,20,1.4,447,a
18,Madueke,Noni,Madueke,Arsenal,6.8,0.8,7613,13520,16,1.2,420,a
19,Martinelli,Gabriel,Martinelli Silva,Arsenal,6.8,0.9,4824,6817,22,1.2,390,a
20,Trossard,Leandro,Trossard,Arsenal,6.9,0.8,18055,10027,59,3.8,792,a
21,Rice,Declan,Rice,Arsenal,7.1,22.2,172148,149689,86,4.2,1335,a
