player_id,name,web_name,team,price,ownership,transfers_in_event,transfers_out_event,form,minutes,status
1,David Raya Martín,Raya,Arsenal,6.0,36.4,15850,18843,3.7,1530,a
2,Kepa Arrizabalaga Revuelta,Arrizabalaga,Arsenal,4.1,0.4,179,319,0.0,0,a
3,Karl Hein,Hein,Arsenal,4.0,0.2,0,181,0.0,0,u
4,Tommy Setford,Setford,Arsenal,3.9,0.2,803,330,0.0,0,a
5,Gabriel dos Santos Magalhães,Gabriel,Arsenal,6.2,12.7,1380,29791,0.0,990,d
6,William Saliba,Saliba,Arsenal,5.9,11.0,22055,3919,1.7,994,a
7,Riccardo Calafiori,Calafiori,Arsenal,5.7,10.1,20286,6694,2.7,1256,a
8,Jurriën Timber,J.Timber,Arsenal,6.5,33.3,45167,21683,3.2,1377,a
9,Jakub Kiwior,Kiwior,Arsenal,5.4,0.0,0,17,0.0,0,u
10,Myles Lewis-Skelly,Lewis-Skelly,Arsenal,5.1,1.7,940,4845,0.5,195,a
11,Benjamin White,White,Arsenal,5.3,1.3,30,23004,2.7,280,i
13,Brayden Clarke,Clarke,Arsenal,3.8,0.5,1074,640,0.0,0,a
14,Maldini Kacurri,Kacurri,Arsenal,3.9,0.1,0,68,0.0,0,u
15,Josh Nichols,Nichols,Arsenal,3.8,0.2,195,197,0.0,0,a
16,Bukayo Saka,Saka,Arsenal,10.3,22.4,23648,70250,5.5,1148,a
17,Martin Ødegaard,Ødegaard,Arsenal,7.8,1.6,2266,2418,1.7,534,a
18,Noni Madueke,Madueke,Arsenal,6.8,0.8,1163,3481,1.0,420,a
19,Gabriel Martinelli Silva,Martinelli,Arsenal,6.8,0.9,1041,2186,1.0,400,a
20,Leandro Trossard,Trossard,Arsenal,6.9,0.9,6190,3201,3.7,871,a
21,Declan Rice,Rice,Arsenal,7.1,23.2,121610,14893,5.3,1425,a
22,Mikel Merino Zazón,Merino,Arsenal,6.0,3.5,7843,37509,5.0,759,a
23,Fábio Ferreira Vieira,Fábio Vieira,Arsenal,5.4,0.0,0,4,0.0,0,u
24,Christian Nørgaard,Nørgaard,Arsenal,5.2,0.1,90,153,0.0,14,a
25,Ethan Nwaneri,Nwaneri,Arsenal,5.1,0.1,98,167,0.2,165,a
26,Martín Zubimendi Ibáñez,Zubimendi,Arsenal,5.2,2.2,3438,4408,1.8,1410,a
28,Ismeal Kabia,Kabia,Arsenal,4.5,0.1,0,54,0.0,0,u
29,Albert Sambi Lokonga,Sambi,Arsenal,4.5,0.1,0,25,0.0,0,u
30,Kai Havertz,Havertz,Arsenal,7.3,0.3,26,97,0.0,30,i
31,Gabriel Fernando de Jesus,G.Jesus,Arsenal,6.4,0.2,1373,1850,0.3,34,a
266,Eberechi Eze,Eze,Arsenal,7.6,15.7,10100,123934,4.2,991,a
662,Cristhian Mosquera,Mosquera,Arsenal,5.4,0.1,8,323,0.5,429,i
666,Viktor Gyökeres,Gyökeres,Arsenal,8.8,10.3,5452,14299,1.5,1015,a
700,Max Dowman,Dowman,Arsenal,4.3,0.4,776,1776,0.0,27,i
711,Andre Harriman-Annous,Harriman-Annous,Arsenal,4.5,0.0,18,25,0.0,0,a
725,Piero Hincapié,Hincapie,Arsenal,5.5,3.0,11131,3106,4.7,563,a
759,Marli Salmon,Salmon,Arsenal,4.0,0.0,36,41,0.0,0,a
32,Emiliano Martínez Romero,Martinez,Aston Villa,5.0,3.1,1493,10127,2.8,1170,a
33,Marco Bizot,M.Bizot,Aston Villa,4.2,0.4,209,403,0.3,360,a
34,Joe Gauci,Gauci,Aston Villa,4.0,0.1,0,88,0.0,0,u
35,Filip Marschall,Marschall,Aston Villa,4.0,0.0,0,5,0.0,0,u
36,Matty Cash,Cash,Aston Villa,4.9,13.3,20552,30119,3.8,1502,a
37,Lucas Digne,Digne,Aston Villa,4.5,1.8,1662,4048,1.8,1002,a
38,Ezri Konsa Ngoyo,Konsa,Aston Villa,4.4,7.7,5671,9059,2.7,1415,a
39,Ian Maatsen,Maatsen,Aston Villa,4.2,0.5,1204,587,1.2,521,a
40,Tyrone Mings,Mings,Aston Villa,4.3,0.6,20,679,0.0,497,i
41,Pau Torres,Pau,Aston Villa,4.3,0.4,47,3217,2.3,952,i
42,Andrés García,A.García,Aston Villa,3.9,0.2,228,255,0.0,0,a
43,Álex Moreno Lopera,Alex Moreno,Aston Villa,4.0,1.8,0,1910,0.0,0,u
44,Lamare Bogarde,Bogarde,Aston Villa,4.0,0.6,655,838,0.7,320,a
45,Lino da Cruz Sousa,Sousa,Aston Villa,3.9,0.3,121,240,0.0,0,a
46,Yasin Özcan,Yasin,Aston Villa,4.0,0.1,0,103,0.0,0,u
47,Morgan Rogers,Rogers,Aston Villa,7.2,16.5,282653,13892,9.3,1516,a
48,Youri Tielemans,Tielemans,Aston Villa,5.9,0.7,2350,1243,2.7,781,a
49,Leon Bailey,Bailey,Aston Villa,5.5,0.1,0,29,0.0,0,u
50,Emiliano Buendía Stati,Buendía,Aston Villa,5.3,0.4,1256,3079,1.8,561,a
51,Samuel Iling-Junior,Iling Jr,Aston Villa,5.5,0.0,0,7,0.0,0,u
53,Donyell Malen,Malen,Aston Villa,5.1,0.8,1707,3425,2.7,529,a
54,John McGinn,McGinn,Aston Villa,5.4,0.7,2701,1628,3.3,1317,a
55,Ross Barkley,Barkley,Aston Villa,4.8,0.0,10,78,0.8,114,i
56,Enzo Barrenechea,Barrenechea,Aston Villa,5.0,0.0,0,0,0.0,0,u
57,Lewis Dobbin,Dobbin,Aston Villa,5.0,0.0,0,8,0.0,0,u
58,Boubacar Kamara,Kamara,Aston Villa,4.9,0.6,4755,2508,5.0,1157,a
59,Amadou Onana,Onana,Aston Villa,4.8,0.8,2505,1457,3.3,810,a
60,Ben Broggio,Broggio,Aston Villa,4.5,0.3,397,390,0.0,0,a
61,Leander Dendoncker,Dendoncker,Aston Villa,4.5,0.1,0,73,0.0,0,u
62,Jamaldeen Jimoh-Aloba,Jimoh-Aloba,Aston Villa,4.5,0.1,94,83,0.0,0,a
63,Kadan Young,Young,Aston Villa,4.3,0.6,2414,1017,0.0,0,a
64,Ollie Watkins,Watkins,Aston Villa,8.5,7.5,3851,21601,4.7,1267,a
65,Zépiqueno Redmond,Redmond,Aston Villa,4.5,0.3,0,232,0.0,0,u
389,Harvey Elliott,Elliott,Aston Villa,5.2,0.2,28,453,0.0,97,d
