player_id,name,web_name,team,price,ownership,transfers_in_event,transfers_out_event,form,minutes,status,snapshot_date,net_transfers_delta,price_change,velocity,trend_score
1,David Raya Martín,Raya,Arsenal,6.0,35.5,21303,67657,3.5,1710,a,2026-01-02,-11454,0.0,-11454.0,-11454.0
2,Kepa Arrizabalaga Revuelta,Arrizabalaga,Arsenal,4.1,0.4,168,334,0.0,0,a,2026-01-02,-41,0.0,-5747.5,-8600.75
3,Karl Hein,Hein,Arsenal,4.0,0.2,0,105,0.0,0,u,2026-01-02,-30,0.0,-3841.6666666666665,-7014.38888888889
4,Tommy Setford,Setford,Arsenal,3.9,0.3,677,586,0.0,0,a,2026-01-02,16,0.0,-18.33333333333333,-5265.375
5,Gabriel dos Santos Magalhães,Gabriel,Arsenal,6.4,19.0,526140,5009,2.7,1085,a,2026-01-02,102480,0.0,34155.333333333336,2618.7666666666673
6,William Saliba,Saliba,Arsenal,5.9,11.7,25093,22241,2.0,1174,a,2026-01-02,824,0.0,34440.0,11797.566666666668
7,Riccardo Calafiori,Calafiori,Arsenal,5.7,8.8,1237,68388,2.3,1256,i,2026-01-02,0,0.0,34434.666666666664,19834.0
8,Jurriën Timber,J.Timber,Arsenal,6.4,28.5,66314,84360,3.5,1459,a,2026-01-02,3288,0.0,1370.6666666666667,20876.466666666667
9,Jakub Kiwior,Kiwior,Arsenal,5.4,0.0,0,6,0.0,0,u,2026-01-02,-1,0.0,1095.6666666666667,21099.266666666666
10,Myles Lewis-Skelly,Lewis-Skelly,Arsenal,5.1,1.6,639,3034,0.7,278,a,2026-01-02,-652,0.0,878.3333333333334,14443.866666666669
11,Benjamin White,White,Arsenal,5.1,0.6,438,3427,2.8,287,a,2026-01-02,-714,0.0,-455.6666666666667,7464.733333333333
13,Brayden Clarke,Clarke,Arsenal,3.8,0.5,437,817,0.0,0,a,2026-01-02,-111,0.0,-492.3333333333333,479.33333333333337
14,Maldini Kacurri,Kacurri,Arsenal,3.9,0.1,0,39,0.0,0,u,2026-01-02,-7,0.0,-277.3333333333333,149.73333333333335
15,Josh Nichols,Nichols,Arsenal,3.8,0.2,86,203,0.0,0,a,2026-01-02,-23,0.0,-47.0,-78.79999999999998
16,Bukayo Saka,Saka,Arsenal,10.3,21.5,58839,41730,6.2,1320,a,2026-01-02,5985,0.0,1985.0,142.53333333333336
17,Martin Ødegaard,Ødegaard,Arsenal,7.8,2.1,37085,4153,4.0,714,a,2026-01-02,7799,0.0,4587.0,1151.0666666666666
18,Noni Madueke,Madueke,Arsenal,6.8,0.7,573,1990,0.8,427,a,2026-01-02,-345,0.0,4479.666666666667,2145.4666666666662
19,Gabriel Martinelli Silva,Martinelli,Arsenal,6.8,0.9,1186,1644,1.0,408,a,2026-01-02,-127,0.0,2442.333333333333,2689.4
20,Leandro Trossard,Trossard,Arsenal,6.9,1.6,74221,6201,4.2,1042,a,2026-01-02,17127,0.0,5551.666666666667,3809.1333333333337
21,Declan Rice,Rice,Arsenal,7.2,22.6,15082,328945,4.5,1515,d,2026-01-02,-77570,0.0,-20190.0,-625.8666666666664
22,Mikel Merino Zazón,Merino,Arsenal,5.8,2.6,4428,22911,3.3,921,a,2026-01-02,-4546,0.0,-21663.0,-5875.866666666667
23,Fábio Ferreira Vieira,Fábio Vieira,Arsenal,5.4,0.0,0,2,0.0,0,u,2026-01-02,-1,0.0,-27372.33333333333,-12246.266666666666
24,Christian Nørgaard,Nørgaard,Arsenal,5.1,0.1,104,118,0.2,31,a,2026-01-02,-4,0.0,-1517.0,-13038.133333333331
25,Ethan Nwaneri,Nwaneri,Arsenal,5.0,0.1,118,143,0.0,165,a,2026-01-02,-3,0.0,-2.6666666666666665,-14149.0
26,Martín Zubimendi Ibáñez,Zubimendi,Arsenal,5.2,2.2,12069,3208,3.2,1590,a,2026-01-02,2251,0.0,748.0,-9961.399999999998
28,Ismeal Kabia,Kabia,Arsenal,4.5,0.1,0,32,0.0,0,u,2026-01-02,-4,0.0,748.0,-5479.199999999999
29,Albert Sambi Lokonga,Sambi,Arsenal,4.5,0.1,0,18,0.0,0,u,2026-01-02,-2,0.0,748.3333333333334,144.93333333333334
30,Kai Havertz,Havertz,Arsenal,7.3,0.3,450,120,0.0,30,a,2026-01-02,62,0.0,18.666666666666668,452.0666666666667
31,Gabriel Fernando de Jesus,G.Jesus,Arsenal,6.4,0.2,6978,1253,1.2,66,a,2026-01-02,1185,0.0,415.0,535.6
266,Eberechi Eze,Eze,Arsenal,7.5,11.5,4602,86983,0.5,991,a,2026-01-02,-18593,0.0,-5782.0,-770.4
662,Cristhian Mosquera,Mosquera,Arsenal,5.3,0.1,17,155,0.2,429,i,2026-01-02,0,0.0,-5802.666666666667,-2080.5333333333338
666,Viktor Gyökeres,Gyökeres,Arsenal,8.8,9.7,4009,15957,2.2,1161,a,2026-01-02,-2332,0.0,-6975.0,-3625.2
700,Max Dowman,Dowman,Arsenal,4.3,0.3,598,1335,0.0,27,i,2026-01-02,0,0.0,-777.3333333333334,-3784.4000000000005
711,Andre Harriman-Annous,Harriman-Annous,Arsenal,4.5,0.0,17,23,0.0,0,a,2026-01-02,-1,0.0,-777.6666666666666,-4022.9333333333334
